federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,2/18/20,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,D,"Deficient, Provider has date of correction",4/17/20,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,2/18/20,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",4/17/20,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,2/18/20,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,E,"Deficient, Provider has date of correction",4/17/20,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,2/18/20,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",D,"Deficient, Provider has date of correction",4/17/20,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,2/18/20,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",4/17/20,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,10/24/19,Fire Safety,E,Emergency Preparedness Deficiencies,37,New,Establish staff and initial training requirements.,C,"Deficient, Provider has date of correction",11/29/19,2,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,Electrical Deficiencies,901,New,Ensure that building systems meet requirements determined by risk assessment procedures performed by qualified personnel.,D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/21/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",11/5/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/7/18,Fire Safety,E,Emergency Preparedness Deficiencies,24,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",10/15/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/7/18,Fire Safety,E,Emergency Preparedness Deficiencies,26,New,Establish roles under a Waiver declared by secretary.,C,"Deficient, Provider has date of correction",10/15/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495139,LIFE CARE CENTER OF NEW MARKET,315 EAST LEE HIGHWAY,NEW MARKET,VA,22844,9/7/18,Fire Safety,E,Emergency Preparedness Deficiencies,39,New,Conduct testing and exercise requirements.,C,"Deficient, Provider has date of correction",10/15/18,3,Y,N,N,"315 EAST LEE HIGHWAY,NEW MARKET,VA,22844",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,12/13/21,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",12/27/21,1,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,12/13/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",12/27/21,1,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,3/10/20,Fire Safety,E,Emergency Preparedness Deficiencies,15,New,Address subsistence needs for staff and patients.,C,"Deficient, Provider has date of correction",4/8/20,2,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,3/10/20,Fire Safety,E,Emergency Preparedness Deficiencies,26,New,Establish roles under a Waiver declared by secretary.,C,"Deficient, Provider has date of correction",4/8/20,2,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",E,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495140,ROSE HILL HEALTH AND REHAB,110 CHALMERS COURT,BERRYVILLE,VA,22611,2/8/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",3/26/19,3,Y,N,N,"110 CHALMERS COURT,BERRYVILLE,VA,22611",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,4/2/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,F,"Deficient, Provider has date of correction",4/30/19,2,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,4/2/19,Fire Safety,K,Egress Deficiencies,271,New,Have exits that are accessible at all times.,F,"Deficient, Provider has date of correction",4/30/19,2,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,4/2/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,F,"Deficient, Provider has date of correction",4/30/19,2,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Egress Deficiencies,291,New,Install emergency lighting that can last at least 1 1/2 hours.,D,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,Miscellaneous Deficiencies,712,New,Have simulated fire drills held at unexpected times.,F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",911,New,Meet requirements for the installation and maintenance of electrical systems.,F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,Waiver has been granted,5/8/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495141,ALLEGHANY HEALTH AND REHAB,1725 MAIN STREET,CLIFTON FORGE,VA,24422,3/14/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,F,"Deficient, Provider has date of correction",4/25/18,3,Y,N,N,"1725 MAIN STREET,CLIFTON FORGE,VA,24422",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Egress Deficiencies,225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",E,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,Electrical Deficiencies,901,New,Ensure that building systems meet requirements determined by risk assessment procedures performed by qualified personnel.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,5/14/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,E,"Deficient, Provider has date of correction",6/11/19,2,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,4/11/18,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",5/4/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,4/11/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,D,"Deficient, Provider has date of correction",5/4/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,4/11/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",5/4/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,4/11/18,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",5/4/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,4/11/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",5/4/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,1,New,Establish an Emergency Preparedness Program (EP).,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,4,New,Develop and maintain an Emergency Preparedness Program (EP).,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,6,New,Conduct risk assessment and an All-Hazards approach.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,7,New,Address patient/client population and determine types of services needed.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,13,New,Develop Emergency Preparedness policies and procedures.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,15,New,Address subsistence needs for staff and patients.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,18,New,Establish procedures for tracking staff and patients during an emergency.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,22,New,Establish policies and procedures for sheltering.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,23,New,Establish policies and procedures for medical documentation.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,24,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,26,New,Establish roles under a Waiver declared by secretary.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,33,New,Establish methods for sharing information.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,35,New,Provide family notifications of emergency plan.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,36,New,Establish emergency prep training and testing.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495142,EVERGREEN HEALTH AND REHAB,380 MILLWOOD AVENUE,WINCHESTER,VA,22601,3/30/18,Fire Safety,E,Emergency Preparedness Deficiencies,37,New,Establish staff and initial training requirements.,C,"Deficient, Provider has date of correction",5/11/18,3,Y,N,N,"380 MILLWOOD AVENUE,WINCHESTER,VA,22601",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,Egress Deficiencies,225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,10/17/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,F,"Deficient, Provider has date of correction",12/12/19,1,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,Smoke Deficiencies,311,New,Have an enclosure around a vertical opening shaft.,F,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
495143,MARTINSVILLE HEALTH AND REHAB,1607 SPRUCE STREET,MARTINSVILLE,VA,24112,7/3/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",8/7/18,2,Y,N,N,"1607 SPRUCE STREET,MARTINSVILLE,VA,24112",7/1/22
