X,Y,FID,OBJECTID,ID,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,COUNTY,FIPS,NAICSCODE,NAICSDESCR,LONGITUDE,LATITUDE,GEOPREC,PHONELOC,STATE_ID,FDID,LEVEL_,SPECIALTY,EMSLICENSE,FRST,PERM_ID,GNIS_ID,EMERGTEL,TELEPHONE,EMERPHONE,DIRECTIONS,EMERGTITLE,NAME,OWNER,GlobalID
-8872253.113,4611616.396,27053,27839,10504954,21271 UNITED STATES HIGHWAY 220,NOT AVAILABLE,WARM SPRINGS,VA,24484,N/A,HIGHLAND,51091,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.7008058,38.2275171,ONENTITY,YES,NOT AVAILABLE,9104,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 468-2644,NOT AVAILABLE,ON THE SOUTH CORNER OF US-220 AND VA-607,NOT AVAILABLE,BOLAR VOLUNTEER FIRE DEPARTMENT,NOT AVAILABLE,12a10f2b-272c-4f06-a148-a2f448b6b310
-8893491.524,4438538.456,27054,27840,10504890,FLOYD AVENUE SW,NOT AVAILABLE,ROCKY MOUNT,VA,24151,N/A,FRANKLIN,51067,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.8915937,36.9959225,ONENTITY,NO,NOT AVAILABLE,6708,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 483-5243,NOT AVAILABLE,ON THE NE SIDE OF FLOYD AVENUE SW BETWEEN WEST COURT STREET AND VA-40,NOT AVAILABLE,FRANKLIN COUNTY DEPARTMENT OF PUBLIC SAFETY - FIRE COMPANY 1 - ROCKY MOUNT SOUTH STATION,NOT AVAILABLE,d28c8b92-c6eb-4065-b4da-54900b968fae
-8884506.036,4472062.459,27055,27841,10504771,1220 BANDY MILL ROAD,NOT AVAILABLE,HARDY,VA,24101,N/A,BEDFORD,51019,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.8108756,37.2360648,ONENTITY,YES,NOT AVAILABLE,1903,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 890-5486,NOT AVAILABLE,LOCATED ON THE NORTH SIDE OF BANDY MILL ROAD BETWEEN GOLDEN LANE AND ASHLEY DRIVE.,NOT AVAILABLE,HARDY VOLUNTEER FIRE DEPARTMENT,NOT AVAILABLE,19dcbb1d-ba31-4fd2-b860-a9379807fa20
-8900989.802,4478091.075,27062,27848,10524564,216 12TH STREET NW,NOT AVAILABLE,ROANOKE,VA,24017,5714,ROANOKE (CITY),51770,922160,FIRE AND RESCUE SERVICE,-79.9589518,37.2791687,ONENTITY,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 853-2327,NOT AVAILABLE,ON THE SW CORNER OF THE 12TH STREET NW AND LOUDON AVENUE NW INTERSECTION.,NOT AVAILABLE,ROANOKE FIRE AND RESCUE DEPARTMENT STATION 5,NOT AVAILABLE,3b4cc95b-0e16-4f77-8432-e9eea77bed71
-8901498.721,4487450.521,27063,27849,10505115,7401 BARRENS ROAD,NOT AVAILABLE,ROANOKE,VA,24019,3105,ROANOKE,51161,922160,FIRE AND RESCUE SERVICE,-79.9635235,37.3460388,ONENTITY,NO,NOT AVAILABLE,16105,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 777-8701,NOT AVAILABLE,ON THE NE SIDE OF BARRENS ROAD. LESS THEN 0.1 MILE SE OF NORTHMONT AVENUE.,NOT AVAILABLE,HOLLINS FIRE COMPANY / ROANOKE COUNTY FIRE AND RESCUE STATION 5,NOT AVAILABLE,1c524923-2722-4a35-a01f-46f8574ba8d7
-8913981.013,4491048.821,27064,27850,10505120,3810 BRADSHAW ROAD,NOT AVAILABLE,SALEM,VA,24153,9016,ROANOKE,51161,922160,FIRE AND RESCUE SERVICE,-80.0756539,37.3717316,ONENTITY,NO,NOT AVAILABLE,16110,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 777-8701,NOT AVAILABLE,ON THE SOUTH SIDE OF BRADSHAW ROAD. BETWEEN 0.1 AND 0.2 MILES SE OF TIMER ROAD.,NOT AVAILABLE,MASON COVE FIRE COMPANY / ROANOKE COUNTY FIRE AND RESCUE STATION 10,NOT AVAILABLE,9171eaf7-3759-45d6-b50b-c0676f4435a0
-8892237.939,4508773.201,27065,27851,10509742,10 SOUTH FACTORY STREET,NOT AVAILABLE,FINCASTLE,VA,24090,3100,BOTETOURT,51023,621910,"RESCUE SERVICES, MEDICAL",-79.8803325,37.4981599,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 473-8383,NOT AVAILABLE,LOCATED ON THE EAST SIDE OF SOUTH FACTORY STREET BETWEEN WEST MAIN STREET AND HERNDON STREET,NOT AVAILABLE,FINCASTLE RESCUE SQUAD,NOT AVAILABLE,e0839662-a2c5-48dc-9017-da22869bb21a
-8736172.055,4514222.731,27066,27852,10509884,222 WINGO ROAD,NOT AVAILABLE,DILLWYN,VA,23936,N/A,BUCKINGHAM,51029,621910,"RESCUE SERVICES, MEDICAL",-78.4783688,37.5369885,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 983-3560,NOT AVAILABLE,ON THE SE SIDE OF WINGO ROAD ABOUT 0.2 MILES SW OF THE NE INTERSECTION OF US-15.,NOT AVAILABLE,BUCKINGHAM COUNTY VOLUNTEER RESCUE SQUAD STATION 19,NOT AVAILABLE,62d6e9a8-817e-47c1-8170-76bbbd94991f
-8920787.027,4377510.371,27069,27855,10510124,17 VIRGINIA NORTH CAROLINA ROAD,NOT AVAILABLE,SPENCER,VA,24165,N/A,PATRICK,51141,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.1367933,36.5568087,ONENTITY,YES,NOT AVAILABLE,14105,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 694-3212,NOT AVAILABLE,LOCATED ON THE NE CORNER OF THE INTERSECTION OF VA NC ROAD AND MOOREFIELD STORE ROAD.,NOT AVAILABLE,MOOREFIELD STORE VOLUNTEER FIRE DEPARTMENT,LOCAL,14b8407b-2bf5-456c-8513-083ba0000b86
-8823334.706,4502117.856,27070,27856,10509873,1065 LEE JACKSON HIGHWAY,NOT AVAILABLE,LYNCHBURG,VA,24503,3768,BEDFORD,51019,922160,FIRE AND RESCUE SERVICE,-79.2613642,37.4507123,ONENTITY,YES,NOT AVAILABLE,1901,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 384-0061,NOT AVAILABLE,LOCATED ON THE SE CORNER OF LEE JACKSON HIGHWAY AND LEARNING LANE.,NOT AVAILABLE,BEDFORD COUNTY DEPARTMENT OF FIRE AND RESCUE COMPANY 3 - BOONSBORO FIRE AND RESCUE COMPANY,LOCAL,55e6e67f-4bd0-493b-8a08-9147e9fb34d6
-8970562.443,4380833.876,27071,27857,10509869,1961 WILLIS GAP ROAD,NOT AVAILABLE,ARARAT,VA,24053,3644,PATRICK,51141,621910,"RESCUE SERVICES, MEDICAL",-80.5839335,36.580787,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 251-1764,NOT AVAILABLE,LOCATED ON THE WEST SIDE OF WILLIS GAP ROAD APPROXIMATELY 0.2 MILES SOUTH OF WOLF CREEK LANE,NOT AVAILABLE,BLUE RIDGE VOLUNTEER RESCUE SQUAD,NOT AVAILABLE,64789530-3d22-4b8e-b143-f242661a5bcf
-8745862.184,4534439.736,27072,27858,10511796,1624 GLENMORE ROAD,NOT AVAILABLE,SCOTTSVILLE,VA,24590,N/A,BUCKINGHAM,51029,621910,"RESCUE SERVICES, MEDICAL",-78.5654167,37.6808608,ONENTITY,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 969-1772,NOT AVAILABLE,ON THE NW SIDE OF GLENMORE ROAD BETWEEN 0.1 AND 0.2 MILES SW OF VA-723.,NOT AVAILABLE,BUCKINGHAM COUNTY VOLUNTEER RESCUE SQUAD STATION 18,NOT AVAILABLE,39647cb7-e502-48d4-adbb-c69756f77564
-8892178.509,4508411.352,27073,27859,10504788,25 VINE STREET,NOT AVAILABLE,FINCASTLE,VA,24090,3462,BOTETOURT,51023,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.8797986,37.495581,ONENTITY,YES,NOT AVAILABLE,2304,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 473-2142,NOT AVAILABLE,LOCATED ON THE SW CORNER OF THE INTERSECTION OF VINE STREET AND US-220,NOT AVAILABLE,FINCASTLE VOLUNTEER FIRE DEPARTMENT,NOT AVAILABLE,66584406-1381-40f2-9932-177376495533
-8783067.471,4397097.564,27075,27861,10505280,403 BROAD STREET,NOT AVAILABLE,SOUTH BOSTON,VA,24592,3223,HALIFAX,51780,922160,AMBULANCE AND FIRE SERVICE COMBINED,-78.8996375,36.698018,ONENTITY,YES,NOT AVAILABLE,78000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 575-4292,NOT AVAILABLE,LOCATED ON THE EAST SIDE OF BROAD STREET BETWEEN FENTON STREET AND CHARLES STREET,NOT AVAILABLE,SOUTH BOSTON FIRE DEPARTMENT,LOCAL,30923dc0-1511-43d7-b5e9-639f1089e4b4
-8860974.568,4438837.595,27076,27862,10509788,3016 SMITH MOUNTAIN ROAD,NOT AVAILABLE,PENHOOK,VA,24137,N/A,PITTSYLVANIA,51143,922160,FIRE AND RESCUE SERVICE,-79.5994889,36.9980687,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 927-5050,NOT AVAILABLE,ON THE SE SIDE OF SMITH MOUNTAIN ROAD LESS THEN 0.1 MILES NE O FTHE WATERS EDGE DRIVE AND SMITH MOUNTAIN ROAD INTERSECTION.,NOT AVAILABLE,COOL BRANCH RESCUE SQUAD,NOT AVAILABLE,e1831535-09f2-4fe7-97f8-428d287256ba
-8950342.456,4402429.188,27077,27863,10510274,2925 JEB STUART HIGHWAY,NOT AVAILABLE,MEADOWS OF DAN,VA,24120,N/A,PATRICK,51141,621910,"RESCUE SERVICES, MEDICAL",-80.4022943,36.7364103,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 952-2159,NOT AVAILABLE,LOCATED ON THE NORTH SIDE OF JEB STUART HIGHWAY APPROXIMATELY 0.4 MILES SW OF DAN RIVER ROAD.,NOT AVAILABLE,VESTA RESCUE SQUAD,NOT AVAILABLE,22dd846a-6076-4966-ac86-0cf490c604b6
-8962889.146,4382877.482,27078,27864,10509842,4690 ARARAT HIGHWAY,NOT AVAILABLE,ARARAT,VA,24053,3833,PATRICK,51141,621910,"RESCUE SERVICES, MEDICAL",-80.5150031,36.5955274,ONENTITY,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(276) 251-5230,NOT AVAILABLE,LOCATED ON THE SE SIDE OF ARARAT HIGHWAY APPROXIMATELY 0.4 MILES SW OF FRIENDS MISSION ROAD,NOT AVAILABLE,ARARAT RESCUE SQUAD,NOT AVAILABLE,4a56b609-59c2-48cf-91ad-3e6f6170a6d7
-8976657.111,4483791.584,27085,27871,10504909,103 CASCADE DRIVE,NOT AVAILABLE,PEMBROKE,VA,24136,N/A,GILES,51071,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.6386828,37.319904,ONENTITY,YES,NOT AVAILABLE,7160,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 626-7693,NOT AVAILABLE,EAST SIDE OF CASCADE DRIVE BETWEEN WEST MAIN STREET AND SNIDOW STREET,NOT AVAILABLE,PEMBROKE VOLUNTEER FIRE DEPARTMENT,LOCAL,4144e53c-f361-4e64-930d-db8d0886da31
-8959282.492,4481695.136,27086,27872,10504907,716 BLUE GRASS TRAIL,NOT AVAILABLE,NEWPORT,VA,24128,3563,GILES,51071,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.482604,37.3049256,ONENTITY,YES,NOT AVAILABLE,7140,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 544-7111,NOT AVAILABLE,SE SIDE OF BLUE GRASS TRAIL ABOUT 0.2 MILES SW OF CALDWELL LANE,NOT AVAILABLE,NEWPORT VOLUNTEER FIRE DEPARTMENT,LOCAL,ce14ad04-6cae-4110-9f75-01534d7d5955
-8995808.683,4485212.599,27087,27873,10504906,133 CENTER STREET,NOT AVAILABLE,NARROWS,VA,24124,1342,GILES,51071,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.8107243,37.330055,ONENTITY,YES,NOT AVAILABLE,7130,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 726-3190,NOT AVAILABLE,EAST SIDE OF CENTER STREET BETWEEN VA-100 AND KIMBERLING STREET.,NOT AVAILABLE,NARROWS VOLUNTEER FIRE DEPARTMENT,LOCAL,4b9fd459-8a3f-42b1-8ca4-cdf6c60758ce
-9001779.049,4490740.153,27088,27874,10504905,300 EAST RIVER MOUNTAIN ROAD,NOT AVAILABLE,GLEN LYN,VA,24093,N/A,GILES,51071,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.864357,37.369528,ONENTITY,YES,NOT AVAILABLE,7120,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 726-3984,NOT AVAILABLE,ON THE EAST SIDE OF EAST RIVER MOUNTAIN ROAD BETWEEN 0.2 AND 0.3 MILES EAST OF RAILROAD AVENUE,NOT AVAILABLE,GLEN LYN VOLUNTEER FIRE DEPARTMENT,LOCAL,4b26e354-05cd-4646-842f-3df471b11f1c
-8975402.481,4479410.488,27089,27875,10504904,235 FIREHOUSE ROAD,NOT AVAILABLE,EGGLESTON,VA,24086,N/A,GILES,51071,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.6274123,37.2885991,ONENTITY,YES,NOT AVAILABLE,7110,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 626-3447,NOT AVAILABLE,IN THE NORTH SIDE OF FIREHOUSE ROAD ABOUT 0.1 MILES WEST OF OLD SCHOOLHOUSE ROAD.,NOT AVAILABLE,EGGLESTON VOLUNTEER FIRE DEPARTMENT,LOCAL,43e92f54-086c-486e-8dbf-2f453ebdcbfe
-8792043.315,4488056.878,27090,27876,10504815,12573 RICHMOND HIGHWAY,NOT AVAILABLE,CONCORD,VA,24538,N/A,CAMPBELL,51031,922160,AMBULANCE AND FIRE SERVICE COMBINED,-78.9802689,37.350369,ONENTITY,YES,NOT AVAILABLE,3113,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 993-2085,NOT AVAILABLE,LOCATED ON THE SOUTH SIDE OF RICHMOND HIGHWAY BETWEEN VILLAGE HIGHWAY AND HANEY ROAD.,NOT AVAILABLE,CONCORD VOLUNTEER FIRE DEPARTMENT,LOCAL,61afcd73-2c7c-4e63-bcb2-3cd321f5e419
-8822393.681,4485333.408,27091,27877,10504814,3640 WATERLICK ROAD,NOT AVAILABLE,FOREST,VA,24551,1565,CAMPBELL,51031,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.2529109,37.330918,ONENTITY,YES,NOT AVAILABLE,3112,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 239-9304,NOT AVAILABLE,LOCATED ON THE SE CORNER OF GREEN HILL DRIVE AND WATERLICK ROAD.,NOT AVAILABLE,BROOKVILLE - TIMBERLAKE VOLUNTEER FIRE DEPARTMENT,LOCAL,73187a1c-13fd-4a4e-9e53-a3cf443c8313
-8787589.337,4445812.365,27092,27878,10504813,103 WICKLIFFE AVENUE,NOT AVAILABLE,BROOKNEAL,VA,24528,N/A,CAMPBELL,51031,922160,AMBULANCE AND FIRE SERVICE COMBINED,-78.9402581,37.0480924,ONENTITY,YES,NOT AVAILABLE,3111,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 376-2656,NOT AVAILABLE,LOCATED ON THE EAST CORNER OF LYNCHBURG AVENUE AND WICKLIFFE AVENUE.,NOT AVAILABLE,BROOKNEAL VOLUNTEER FIRE DEPARTMENT,LOCAL,844a9df1-c3aa-4a10-959f-6031294250ef
-8824911.753,4455836.384,27093,27879,10504812,1280 MAIN STREET,NOT AVAILABLE,ALTAVISTA,VA,24517,1458,CAMPBELL,51031,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.2755311,37.1199278,ONENTITY,YES,NOT AVAILABLE,3110,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 369-5281,NOT AVAILABLE,LOCATED ON THE NW SIDE OF MAIN STREET BETWEEN WOOD LANE CIRCLE AND RIVER VIEW DRIVE.,NOT AVAILABLE,ALTAVISTA FIRE COMPANY,LOCAL,b624ca67-f8ce-48d3-bc2d-98b33e52385b
-8875943.803,4417726.182,27095,27881,10504892,7081 SNOW CREEK ROAD,NOT AVAILABLE,PENHOOK,VA,24137,1379,FRANKLIN,51067,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.7339598,36.8464552,ONENTITY,YES,NOT AVAILABLE,6710,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 576-1788,NOT AVAILABLE,MORE THEN 0.1 MILES LESS THEN 0.2 MILES NE OF BARN ROAD AND SNOW CREEK ROAD INTERSECTION ON THE NW SIDE OF SNOW CREEK ROAD.,NOT AVAILABLE,FRANKLIN COUNTY DEPARTMENT OF PUBLIC SAFETY - FIRE COMPANY 6 - SNOW CREEK,LOCAL,9757b4b2-8a27-4560-afe5-a4443e089230
-8906626.628,4428205.238,27096,27882,10504886,9626 FRANKLIN STREET,NOT AVAILABLE,FERRUM,VA,24088,4476,FRANKLIN,51067,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.0095883,36.9217492,ONENTITY,YES,NOT AVAILABLE,6704,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 365-2186,NOT AVAILABLE,LESS THEN 0.1 MILES EAST OF THE FRANKLIN STREET AND NOLENS HILL ROAD INTERSECTION ON THE NORTH SIDE OF FRANKLIN STREET.,NOT AVAILABLE,FRANKLIN COUNTY DEPARTMENT OF PUBLIC SAFETY - FIRE COMPANY 3 - FERRUM,LOCAL,13e17ad5-51c6-4289-a13e-199c5e2a276e
-8910901.101,4440853.825,27097,27883,10504885,8380 CALLAWAY ROAD,NOT AVAILABLE,CALLAWAY,VA,24067,N/A,FRANKLIN,51067,922160,FIRE AND RESCUE SERVICE,-80.0479865,37.0125327,ONENTITY,YES,NOT AVAILABLE,6703,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 483-1208,NOT AVAILABLE,ON THE NW CORNER OF BETHANY ROAD AND CALLAWAY ROAD,NOT AVAILABLE,FRANKLIN COUNTY DEPARTMENT OF PUBLIC SAFETY - FIRE COMPANY 5 - RESCUE SQUAD 5 - CALLAWAY,LOCAL,d3dae57f-9469-49aa-bab7-bb7371d3a26a
-8900697.458,4455805.58,27098,27884,10504883,25355 VIRGIL HAMLIN GOODE HIGHWAY,NOT AVAILABLE,BOONES MILL,VA,24065,N/A,FRANKLIN,51067,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.9563257,37.1197071,ONENTITY,YES,NOT AVAILABLE,6701,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 334-5272,NOT AVAILABLE,ON THE NW CORNER OF ANGELL LANE AND VIRGIL H GOODE HIGHWAY.,NOT AVAILABLE,FRANKLIN COUNTY DEPARTMENT OF PUBLIC SAFETY - FIRE COMPANY 7 - BOONES MILL VOLUNTEER FIRE DEPARTMENT,LOCAL,1988d760-4d7c-4856-8910-8e4a11d45d80
-8735925.175,4514760.404,27099,27885,10504809,15896 NORTH JAMES MADISON HIGHWAY,NOT AVAILABLE,DILLWYN,VA,23936,N/A,BUCKINGHAM,51029,922160,AMBULANCE AND FIRE SERVICE COMBINED,-78.4761511,37.5408184,ONENTITY,YES,NOT AVAILABLE,2902,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(434) 983-3484,NOT AVAILABLE,ON THE SE SIDE OF NORTH JAMES MADISON HIGHWAY ABOUT 0.1 MILES NE OF WINGO ROAD INTERSECTION.,NOT AVAILABLE,DILLWYN VOLUNTEER FIRE DEPARTMENT,LOCAL,cec2a6b8-17ab-4d05-b630-0c4f794556a7
-8959120.7,4419718.419,27100,27886,10504876,187 FIREHOUSE ROAD NW,NOT AVAILABLE,WILLIS,VA,24380,4572,FLOYD,51063,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.4811506,36.8607755,ONENTITY,YES,NOT AVAILABLE,6302,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 789-7030,NOT AVAILABLE,"EAST SIDE OF FIREHOUSE ROAD NW, 0.20 MILE NORTH OF FLOYD HIGHWAY SOUTH.",NOT AVAILABLE,FLOYD COUNTY VOLUNTEER FIRE DEPARTMENT 2,LOCAL,1293c924-1bb2-4349-a540-9c9134fd4ddf
-8940875.46,4426515.179,27101,27887,10504875,143 AKERS STREET,NOT AVAILABLE,FLOYD,VA,24091,2140,FLOYD,51063,922160,AMBULANCE AND FIRE SERVICE COMBINED,-80.3172508,36.9096108,ONENTITY,YES,NOT AVAILABLE,6301,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 745-4975,NOT AVAILABLE,ON THE NE CORNER OF AKERS STREET AND BAKER STREET.,NOT AVAILABLE,FLOYD COUNTY VOLUNTEER FIRE DEPARTMENT 1,LOCAL,c8be4058-6738-4bbe-9e38-c43a679de0a7
-8891749.853,4497545.44,27102,27888,10504786,20 SUNSET AVENUE,NOT AVAILABLE,TROUTVILLE,VA,24175,5252,BOTETOURT,51023,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.875948,37.4180969,ONENTITY,YES,NOT AVAILABLE,2302,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 966-8661,NOT AVAILABLE,LOCATED ON THE NE SIDE OF SUNSET AVENUE BETWEEN LEE HIGHWAY AND SCHOOL DRIVE,NOT AVAILABLE,TROUTVILLE VOLUNTEER FIRE DEPARTMENT,LOCAL,6e8a08ba-5e2d-4fcd-b4db-44cdeb337a14
-8884520.599,4491498.349,27103,27889,10504785,1354 BLUE RIDGE SPRINGS ROAD,NOT AVAILABLE,BLUE RIDGE,VA,24064,1200,BOTETOURT,51023,922160,FIRE AND RESCUE SERVICE,-79.8110065,37.3749407,ONENTITY,YES,NOT AVAILABLE,2301,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 977-2094,NOT AVAILABLE,"LOCATED ON THE NW SIDE OF BLUE RIDGE SPRINGS ROAD, LESS THEN A 0.10 MILE NW OF US-221.",NOT AVAILABLE,BLUE RIDGE VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD INCORPORATED,LOCAL,a6944417-53a3-4594-b5b1-1c0563def8d3
-8882545.067,4477027.818,27104,27890,10504775,7797 JORDANTOWN ROAD,NOT AVAILABLE,VINTON,VA,24179,5889,BEDFORD,51019,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.79326,37.2715684,ONENTITY,YES,NOT AVAILABLE,1908,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 890-1297,NOT AVAILABLE,ON WEST SIDE OF JORDANTOWN ROAD LESS THEN 0.10 MILES NORTH OF ODDFELLOWS ROAD.,NOT AVAILABLE,STEWARTSVILLE - CHAMBLISSBURG VOLUNTEER FIRE COMPANY,LOCAL,9acfc47c-f4e1-41dc-96b4-6e5d008f2194
-8875555.92,4492905.952,27105,27891,10504774,1271 VOLUNTEER ROAD,NOT AVAILABLE,MONTVALE,VA,24122,N/A,BEDFORD,51019,922160,AMBULANCE AND FIRE SERVICE COMBINED,-79.7304754,37.3849886,ONENTITY,YES,NOT AVAILABLE,1907,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,YES,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,(540) 947-2222,NOT AVAILABLE,LOCATED ON THE NE CORNER OF VOLUNTEER ROAD AND GOOSE CREEK VALLEY ROAD.,NOT AVAILABLE,MONTVALE VOLUNTEER FIRE DEPARTMENT,LOCAL,7608d366-6ea3-44ed-868c-1148f29f96f9
