X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-77.65896759,37.46680815,3653,8623114,SHELTERING ARMS HOSPITAL SOUTH,"13700 ST. FRANCIS BOULEVARD, SUITE 400",MIDLOTHIAN,VA,23114,NOT AVAILABLE,(804) 764-5290,REHABILITATION,OPEN,28,CHESTERFIELD,51041,USA,37.46680815,-77.65896759,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.shelteringarms.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,28,NOT AVAILABLE,N
-78.85547297,38.40478676,3812,147322801,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,NOT AVAILABLE,(540) 689-1000,GENERAL ACUTE CARE,OPEN,238,ROCKINGHAM,51165,USA,38.40478676,-78.85547297,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.rmhonline.com,NOT AVAILABLE,ROCKINGHAM MEMORIAL HOSPITAL,51,NON-PROFIT,-999,238,NOT AVAILABLE,Y
-78.51268401,38.8702953,3813,147522664,VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,NOT AVAILABLE,(540) 459-1100,CRITICAL ACCESS,OPEN,25,SHENANDOAH,51171,USA,38.8702953,-78.51268401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.valleyhealthlink.com,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-78.54971534,38.05150012,4446,147922908,UVA TRANSITIONAL CARE HOSPITAL,2965 IVY ROAD,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 924-8245,LONG TERM CARE,OPEN,40,ALBEMARLE,51003,USA,38.05150012,-78.54971534,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,http://uvahealth.com/services/transitional-care-hospital/referrals,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,40,NOT AVAILABLE,N
-81.5101823,36.83321553,4450,20424354,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,340 BAGLEY CIRCLE,MARION,VA,24354,3390,(276) 783-1200,PSYCHIATRIC,OPEN,179,SMYTH,51173,USA,36.83321553,-81.5101823,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.swvmhi.dbhds.virginia.gov/swvmhi/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,179,NOT AVAILABLE,N
-76.39278745,36.98618129,4461,14223607,RIVERSIDE REHABILITATION INSTITUTE,245 CHESAPEAKE AVENUE,NEWPORT NEWS,VA,23607,NOT AVAILABLE,(757) 928-8000,REHABILITATION,OPEN,50,NEWPORT NEWS,51700,USA,36.98618129,-76.39278745,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.riversideonline.com/rri/index.cfm,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,50,NOT AVAILABLE,N
-77.364166,38.96222355,4464,3620190,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,NOT AVAILABLE,(703) 689-9020,GENERAL ACUTE CARE,OPEN,187,FAIRFAX,51059,USA,38.96222355,-77.364166,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.restonhospital.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,187,LEVEL II,Y
-76.33225686,37.01535819,4468,12523667,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,NOT AVAILABLE,(757) 722-9961,MILITARY,OPEN,485,HAMPTON,51650,USA,37.01535819,-76.33225686,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hampton.va.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,485,NOT AVAILABLE,N
-77.4302857,37.53980986,4699,11423298,VCU HEALTH SYSTEM,1200 E BROAD S,RICHMOND,VA,23219,NOT AVAILABLE,(804) 828-3815,GENERAL ACUTE CARE,OPEN,779,RICHMOND CITY,51760,USA,37.53980986,-77.4302857,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.vcuhealth.org/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,779,LEVEL I,Y
-77.42950068,37.54012818,4711,195023298,VCU MEDICAL CENTER,1250 EAST MARSHALL STREET,RICHMOND,VA,23298,NOT AVAILABLE,(804) 828-9000,GENERAL ACUTE CARE,OPEN,811,RICHMOND CITY,51760,USA,37.54012818,-77.42950068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2020/05/06 00:00:00+00,https://www.vcuhealth.org/locations/location-details?practice=10,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,811,NOT AVAILABLE,N
-82.21682765,36.5970718,5317,147224201,REHABILITATION HOSPITAL OF BRISTOL LLC,103 NORTH STREET,BRISTOL,VA,24201,NOT AVAILABLE,(276) 642-7901,REHABILITATION,OPEN,25,BRISTOL,51520,USA,36.5970718,-82.21682765,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/locations/bristolrehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,25,NOT AVAILABLE,N
-76.39571114,37.05362786,5319,19423666,RIVERSIDE BEHAVIORAL HEALTH CENTER,2244 EXECUTIVE DRIVE,HAMPTON,VA,23666,NOT AVAILABLE,(757) 827-1001,PSYCHIATRIC,CLOSED,127,HAMPTON,51650,USA,37.05362786,-76.39571114,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.vhi.org,2017/03/06 00:00:00+00,IMAGERY,2017/03/07 00:00:00+00,www.riverside-online.com/rbhc,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,127,NOT AVAILABLE,N
-77.1580785,38.87008685,5333,18922044,DOMINION HOSPITAL,2960 SLEEPY HOLLOW ROAD,FALLS CHURCH,VA,22044,NOT AVAILABLE,(703) 536-2000,PSYCHIATRIC,OPEN,100,FAIRFAX,51059,USA,38.87008685,-77.1580785,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/06 00:00:00+00,http://dominionhospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N
-75.86407258,37.47542893,5334,12123413,RIVERSIDE SHORE MEMORIAL HOSPITAL,9507 HOSPITAL AVENUE,NASSAWADOX,VA,23413,NOT AVAILABLE,(757) 414-8000,GENERAL ACUTE CARE,OPEN,143,NORTHAMPTON,51131,USA,37.47542893,-75.86407258,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.shorehealthservices.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,143,NOT AVAILABLE,Y
-78.01334457,38.45523117,5335,1622701,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MEDICAL CENTER,501 SUNSET LANE,CULPEPER,VA,22701,NOT AVAILABLE,(540) 829-4100,GENERAL ACUTE CARE,OPEN,70,CULPEPER,51047,USA,38.45523117,-78.01334457,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://uvahealth.com/locations/profile/novant-health-uva-health-system-culpeper-medical-center,NOT AVAILABLE,CULPEPER REGIONAL HOSPITAL,51,NON-PROFIT,-999,70,NOT AVAILABLE,Y
-77.40720772,38.41525697,5337,1422554,STAFFORD HOSPITAL,101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,NOT AVAILABLE,(540) 741-9050,GENERAL ACUTE CARE,OPEN,100,STAFFORD,51179,USA,38.41525697,-77.40720772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.marywashingtonhealthcare.com/stafford-hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,100,NOT AVAILABLE,Y
-81.50825791,36.85120782,5338,6824354,SMYTH COUNTY COMMUNITY HOSPITAL,565 RADIO HILL ROAD,MARION,VA,24354,NOT AVAILABLE,(276) 782-1234,GENERAL ACUTE CARE,CLOSED,154,SMYTH,51173,USA,36.85120782,-81.50825791,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.scchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,154,NOT AVAILABLE,Y
-81.09711541,36.95444682,5339,7024382,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,NOT AVAILABLE,(276) 228-0200,GENERAL ACUTE CARE,OPEN,108,WYTHE,51197,USA,36.95444682,-81.09711541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wcch.org/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,108,NOT AVAILABLE,Y
-82.75430539,36.87716898,5340,6624219,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,NOT AVAILABLE,(276) 523-3110,GENERAL ACUTE CARE,OPEN,60,WISE,51195,USA,36.87716898,-82.75430539,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.wellmont.org/hospitals/lonesome-pine-hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,60,NOT AVAILABLE,Y
-81.97124979,36.71417631,5341,6724210,JOHNSTON MEMORIAL HOSPITAL,351 COURT STREET NE,ABINGDON,VA,24210,NOT AVAILABLE,(540) 676-7000,GENERAL ACUTE CARE,CLOSED,135,WASHINGTON,51191,USA,36.71417631,-81.97124979,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.jmh.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,135,NOT AVAILABLE,N
-77.49073281,37.59062605,5342,10223230,VIBRA HOSPITAL OF RICHMOND LLC,2220 EDWARD HOLLAND DRIVE,RICHMOND,VA,23230,NOT AVAILABLE,(804) 678-7000,LONG TERM CARE,OPEN,60,HENRICO,51087,USA,37.59062605,-77.49073281,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.vibrahealthcare.com,NOT AVAILABLE,KINDRED HOSPITAL RICHMOND,51,PROPRIETARY,-999,60,NOT AVAILABLE,N
-82.07878438,36.89871348,5343,6224266,RUSSELL COUNTY MEDICAL CENTER,58 CARROLL STREET,LEBANON,VA,24266,NOT AVAILABLE,(276) 883-8000,GENERAL ACUTE CARE,OPEN,78,RUSSELL,51167,USA,36.89871348,-82.07878438,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.msha.com/facility.cfm?id=967,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,78,NOT AVAILABLE,Y
-81.48895155,37.1238875,5344,5824651,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,NOT AVAILABLE,(276) 988-8700,GENERAL ACUTE CARE,OPEN,56,TAZEWELL,51185,USA,37.1238875,-81.48895155,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/carilion+tazewell+community+hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,56,NOT AVAILABLE,Y
-81.82028185,37.09471726,5346,5924641,CLINCH VALLEY MEDICAL CENTER,6801 GOV. G.C. PEERY HIGHWAY,RICHLANDS,VA,24641,NOT AVAILABLE,(276) 596-6000,GENERAL ACUTE CARE,OPEN,175,TAZEWELL,51185,USA,37.09471726,-81.82028185,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.clinchvalleymedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,175,NOT AVAILABLE,Y
-77.48752622,38.76731361,5348,4220110,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY ROAD,MANASSAS,VA,20110,NOT AVAILABLE,(703) 369-8000,GENERAL ACUTE CARE,OPEN,130,MANASSAS,51683,USA,38.76731361,-77.48752622,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.pwhs.org/,NOT AVAILABLE,PRINCE WILLIAM HOSPITAL,51,NON-PROFIT,-999,130,NOT AVAILABLE,Y
-80.0316691,37.26333237,5349,4824153,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,NOT AVAILABLE,(540) 776-4000,GENERAL ACUTE CARE,OPEN,506,SALEM,51775,USA,37.26333237,-80.0316691,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.lewis-gale.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,506,NOT AVAILABLE,Y
-76.38749461,37.70122087,5350,14822482,BON SECOURS RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS DRIVE,KILMARNOCK,VA,22482,NOT AVAILABLE,(804) 435-8000,GENERAL ACUTE CARE,OPEN,76,LANCASTER,51103,USA,37.70122087,-76.38749461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.richmond.bonsecours.com/find-a-facility-rappahannock-general-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,76,NOT AVAILABLE,Y
-78.13344839,36.73360094,5351,11723970,VCU HEALTH COMMUNITY MEMORIAL HEALTHCENTER,125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,NOT AVAILABLE,(434) 447-3150,GENERAL ACUTE CARE,OPEN,99,MECKLENBURG,51117,USA,36.73360094,-78.13344839,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.cmh-sh.org,NOT AVAILABLE,COMMUNITY MEMORIAL HEALTHCENTER,51,NON-PROFIT,-999,99,NOT AVAILABLE,N
-77.37984899,38.88458862,5352,3022033,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,NOT AVAILABLE,(703) 391-3600,GENERAL ACUTE CARE,OPEN,182,FAIRFAX,51059,USA,38.88458862,-77.37984899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-fair-oaks-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,182,NOT AVAILABLE,Y
-82.64197514,36.93295679,5356,6524273,NORTON COMMUNITY HOSPITAL,100 15TH STREET NORTHWEST,NORTON,VA,24273,NOT AVAILABLE,(276) 679-9600,GENERAL ACUTE CARE,OPEN,129,NORTON,51720,USA,36.93295679,-82.64197514,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nchosp.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,129,NOT AVAILABLE,Y
-76.09801829,36.77521823,5357,147423456,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,NOT AVAILABLE,(757) 507-1520,GENERAL ACUTE CARE,OPEN,160,VIRGINIA BEACH,51810,USA,36.77521823,-76.09801829,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.sentara.com/hospitalsfacilities/hospitals/princess-anne/pages/princess-anne.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,160,NOT AVAILABLE,Y
-77.54272258,38.94013168,5358,19620166,STONE SPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BLVD,DULLES,VA,20166,NOT AVAILABLE,(571) 349-4000,GENERAL ACUTE CARE,OPEN,124,LOUDOUN,51107,USA,38.94013168,-77.54272258,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,http://stonespringshospital.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,124,NOT AVAILABLE,Y
-76.73599165,37.2898228,5359,20023188,EASTERN STATE HOSPITAL,4601 IRONBOUND ROAD,WILLIAMSBURG,VA,23188,2652,(757) 253-5161,PSYCHIATRIC,OPEN,300,JAMES CITY,51670,USA,37.2898228,-76.73599165,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.esh.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,300,NOT AVAILABLE,N
-77.23203453,38.85788919,5360,20122042,NORTHERN VIRGINIA MENTAL HEALTH INSTITUTE,3302 GALLOWS ROAD,FALLS CHURCH,VA,22042,3398,(703) 207-7100,PSYCHIATRIC,OPEN,123,FAIRFAX,51059,USA,38.85788919,-77.23203453,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/09 00:00:00+00,http://www.nvmhi.dbhds.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,123,NOT AVAILABLE,N
-77.35925387,37.18249302,5527,9723805,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 765-5000,GENERAL ACUTE CARE,OPEN,300,PETERSBURG,51730,USA,37.18249302,-77.35925387,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/11 00:00:00+00,www.srmconline.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,300,LEVEL III,Y
-77.53988567,37.60437942,5856,10123229,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,NOT AVAILABLE,(804) 289-4500,GENERAL ACUTE CARE,OPEN,340,HENRICO,51087,USA,37.60437942,-77.53988567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://henricodoctors.com/,NOT AVAILABLE,HENRICO DOCTORS HOSPITAL MAIN CAMPUS (FOREST),51,PROPRIETARY,-999,340,LEVEL II,Y
-80.4110117,37.18720637,5859,144624060,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,NOT AVAILABLE,(540) 951-1111,GENERAL ACUTE CARE,OPEN,146,MONTGOMERY,51121,USA,37.18720637,-80.4110117,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.lewisgale.com,NOT AVAILABLE,MONTGOMERY REGIONAL HOSPITAL,51,NOT AVAILABLE,-999,146,LEVEL III,Y
-76.02837358,36.86623923,5869,19723454,VIRGINIA BEACH PSYCHIATRIC CENTER,1100 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 496-6000,PSYCHIATRIC,OPEN,100,VIRGINIA BEACH,51810,USA,36.86623923,-76.02837358,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.vbpcweb.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,N
-76.74059784,37.25551282,5946,13623185,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,120 KINGS WAY,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 645-3130,GENERAL ACUTE CARE,CLOSED,-999,JAMES CITY,51095,USA,37.25551282,-76.74059784,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.riversideonline.com/facilities/outpatient-centers.cfm,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,-999,NOT AVAILABLE,N
-78.40431589,37.30267955,5947,10723901,CENTRA SOUTHSIDE COMMUNITY HOSPITAL,800 OAK STREET,FARMVILLE,VA,23901,NOT AVAILABLE,(434) 392-8811,GENERAL ACUTE CARE,OPEN,116,PRINCE EDWARD,51147,USA,37.30267955,-78.40431589,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://centrasouthside.com/,NOT AVAILABLE,"SOUTHSIDE COMMUNITY HOSPITAL, INC.",51,NON-PROFIT,-999,116,NOT AVAILABLE,Y
-78.49868708,38.0313398,5948,2222908,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 924-0210,GENERAL ACUTE CARE,OPEN,614,CHARLOTTESVILLE,51540,USA,38.0313398,-78.49868708,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.med.virginia.edu,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,614,LEVEL I,Y
-78.52507479,38.02492365,5949,2322903,UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,515 RAY C. HUNT DRIVE,CHARLOTTESVILLE,VA,22903,NOT AVAILABLE,(434) 244-2000,REHABILITATION,OPEN,50,ALBEMARLE,51003,USA,38.02492365,-78.52507479,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.encompasshealth.com/uvarehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,50,NOT AVAILABLE,N
-77.49595136,38.21751607,5950,1322408,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,NOT AVAILABLE,(540) 498-4000,GENERAL ACUTE CARE,OPEN,100,SPOTSYLVANIA,51177,USA,38.21751607,-77.49595136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.spotsrmc.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,100,NOT AVAILABLE,Y
-80.9239287,36.67066197,5951,6924333,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NOT AVAILABLE,(276) 236-8180,GENERAL ACUTE CARE,OPEN,141,GALAX,51640,USA,36.67066197,-80.9239287,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.tcrh.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,141,NOT AVAILABLE,Y
-76.34743187,36.83663636,5952,14623707,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,NOT AVAILABLE,(757) 398-2200,GENERAL ACUTE CARE,OPEN,346,PORTSMOUTH,51740,USA,36.83663636,-76.34743187,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-maryview-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,346,NOT AVAILABLE,Y
-78.91455143,36.71211512,5953,11824592,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,NOT AVAILABLE,(434) 517-3100,GENERAL ACUTE CARE,OPEN,192,HALIFAX,51083,USA,36.71211512,-78.91455143,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.hrhs.org/,NOT AVAILABLE,HALIFAX REGIONAL HEALTH SYSTEM,51,NON-PROFIT,-999,192,NOT AVAILABLE,N
