X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIPCODE
-8698250.194,4464822.628,30911,Crewe Volunteer Fire Department,1105 West Virginia Avenue,Crewe,VA,23930
-8716552.243,4777205.707,29560,Frederick County Fire and Rescue Department Station 20 - Reynolds Store Volunteer Fire and Rescue,9381 North Frederick Pike,Cross Junction,VA,22625
-8760284.661,4589228.153,31735,Crozet Volunteer Fire Department Station 5,5652 Three Notched Road,Crozet,VA,22932
-8660363.32,4528195.834,31737,Goochland County Volunteer Fire and Rescue Company 2 Crozier,1539 River Road West,Crozier,VA,23039
-8755168.108,4455806.667,30887,Cullen Volunteer Fire Department,205 Taro Road,Cullen,VA,23934
-8691574.159,4652879.977,31535,Salem Volunteer Fire and Rescue,13428 Scotts Mill Road,Culpeper,VA,22701
-8693653.725,4643432.75,31740,Reva Volunteer Fire and Rescue Company,18230 Birmingham Road,Culpeper,VA,22701
-8682624.194,4646519.177,31752,Culpeper County Volunteer Fire Department,151 West Davis Street,Culpeper,VA,22701
-8708573.433,4510063.693,30835,Cumberland Volunteer Fire Department,38 Firehouse Road,Cumberland,VA,23040
-8575750.047,4625826.373,30076,Naval District Washington Fire Department Dahlgren,17320 Dahlgren Road,Dahlgren,VA,22448
-8605698.817,4671323.64,29613,Dale City Volunteer Fire Department Station 20,3171 Prince William Parkway,Dale City,VA,22193
-8606679.188,4668693.056,29652,Dale City Volunteer Fire Department Station 10,14998 Birchdale Avenue,Dale City,VA,22193
-8609614.434,4672616.516,29782,Dale City Volunteer Fire Department Station 13,13511 Hillendale Drive,Dale City,VA,22193
-8614108.32,4673940.112,30070,Dale City Volunteer Fire Department Station 18,5849 Dale Boulevard,Dale City,VA,22193
-9104878.216,4388374.445,44398,Damascus Fire Department,210 West Laurel Avenue,Damascus,VA,24236
-9161058.095,4435328.487,30822,Dante Volunteer Fire Department Station 37,5656 Dante Road,Dante,VA,24237
-8847541.258,4388786.295,30747,Mount Cross Volunteer Fire Department,4812 Mount Cross Road,Danville,VA,24540
-8847309.238,4379622.3,30762,Riverbend Volunteer Fire Department,1535 Ferry Road,Danville,VA,24541
-8837468.871,4381839.827,30918,Danville Fire Department Station 1,297 Bridge Street,Danville,VA,24541
-8840203.526,4383351.259,30965,Danville Fire Department Station 2,250 Piney Forest Road,Danville,VA,24540
-8847134.133,4383921.17,31526,Danville Fire Department Station 6,3165 Westover Drive,Danville,VA,24541
-8844912.091,4378138.846,31540,Danville Fire Department Station 4,2152 West Main Street,Danville,VA,24541
-8832054.505,4380095.031,31607,Danville Fire Department Station 7,423 Airport Drive,Danville,VA,24540
-8837027.928,4385071.213,31614,Danville Fire Department Station 5,114 3rd Avenue,Danville,VA,24540
-8854005.255,4382623.15,31664,Bachelors Hall Volunteer Fire Department,1301 Berry Hill Road,Danville,VA,24541
-8841028.502,4394279.697,31674,Mount Hermon Volunteer Fire Department,4268 Franklin Turnpike,Danville,VA,24540
-8839151.585,4379417.072,31686,Danville Fire Department Station 3,1315 Industrial Avenue,Danville,VA,24541
-8861282.982,4386295.379,31708,Brosville Community Volunteer Fire Department,11912 Martinsville Highway,Danville,VA,24541
-8797174.151,4644533.493,30716,Clover Hill Volunteer Fire Department,2100 Clover Hill Road,Dayton,VA,22821
-8838717.848,4607509.99,30714,Deerfield Volunteer Fire Rescue Department Company 2 Rescue 2,2927 Deerfield Valley Road,Deerfield,VA,24432
-8498768.986,4516590.944,29893,Lower Middlesex Volunteer Fire Department,16881 General Puller Highway,Deltaville,VA,23043
-8563551.308,4445953.688,30136,Dendron Volunteer Fire Department Surry County Station 2,3325 Rolfe Highway,Dendron,VA,23839
-8735925.471,4514761.45,31715,Dillwyn Volunteer Fire Department,15896 North James Madison Highway,Dillwyn,VA,23936
-8757995.882,4503636.828,35942,Toga Volunteer Fire Department,1779 Mount Rush Highway,Dillwyn,VA,23936
-8636062.778,4451117.088,29884,Dinwiddie Volunteer Fire and Emergency Medical Services Station 1,13516 Boydton Plank Road,Dinwiddie,VA,23841
-8596938.842,4456608.344,29930,Disputanta Volunteer Fire Department - Company 2,10000 County Drive,Disputanta,VA,23842
-8582710.981,4469327.45,30047,Burrowsville Volunteer Fire Department - Company 4,17300 James River Drive,Disputanta,VA,23842
-8659269.614,4415053.14,30000,Dolphin Volunteer Fire Department,7509 Liberty Road,Dolphin,VA,23843
-8623358.221,4558287.496,29954,Hanover County Fire - EMS Company 4 - Doswell Volunteer Fire Station,16243 Washington Highway,Doswell,VA,23047
-8749966.015,4438186.88,30801,Drakes Branch Volunteer Fire Department,4818 Main Street,Drakes Branch,VA,23937
-8988632.835,4439902.219,31529,Draper Volunteer Fire Department,4380 Academy Street,Draper,VA,24324
-8605737.039,4399548.284,29836,Drewryville Volunteer Fire Department Station 7,22368 Drewry Road,Drewryville,VA,23844
-8845821.979,4403890.362,30873,Dry Fork Volunteer Fire Department,4860 Dry Fork Road,Dry Fork,VA,24549
-8852354.151,4393575.436,31576,Tunstall Volunteer Fire and Rescue,740 Tunstall High Road,Dry Fork,VA,24549
-9233047.962,4408205.638,31619,Dryden Volunteer Fire Department,961 Dryden Loop,Dryden,VA,24243
-8982215.921,4449591.791,30898,Newbern Volunteer Fire Department,5297 Wilderness Road,Dublin,VA,24084
-8982164.485,4453796.509,31775,Dublin Volunteer Fire Department,105 Trinkle Avenue,Dublin,VA,24084
-9012536.19,4449197.457,32861,Little Creek Volunteer Fire Department,10157 Little Creek Highway,Dublin,VA,24084
-9217356.129,4401094.796,30916,Duffield Volunteer Fire and Rescue Station 1,1326 Industrial Park Drive,Duffield,VA,24244
-9229076.947,4398308.719,30917,Stickleyville Volunteer Fire Department,137 Sage Mountain Road,Duffield,VA,24244
-9205274.671,4402268.356,30966,Duffield Volunteer Fire and Rescue Station 3,110 Eagle Nest Road,Duffield,VA,24244
-9228493.623,4388255.407,31688,Duffield Volunteer Fire and Rescue Station 2,Fairview Road,Duffield,VA,24244
-8622326.09,4711583.713,29572,Metropolitan Washington Airport Authority Fire and Rescue Station 2,Flight Line Road,Dulles,VA,20166
-8621531.235,4716592.451,29765,Metropolitan Washington Airport Authority Fire and Rescue Station 1,Rudder Road,Dulles,VA,20166
-9180701.582,4414968.119,30787,Dungannon Volunteer Fire Department,18933 Veterans Memorial Highway,Dungannon,VA,24245
-8596520.55,4707727.157,41063,Fairfax County Fire and Rescue Department Station 13 Dunn Loring,2148 Gallows Road,Dunn Loring,VA,22027-1023
-8742820.006,4616393.293,31682,Dyke Volunteer Fire Company Station 3,9144 Dyke Road,Dyke,VA,22935
-8883422.475,4528786.932,30731,Eagle Rock Volunteer Fire and Rescue Company 5,14762 Church Street,Eagle Rock,VA,24085
-8885615.598,4544930.326,31724,Glen Wilton Volunteer Fire and Rescue Company 6,55 Firehouse Lane,Eagle Rock,VA,24085
-8737553.559,4600002.478,31691,Earlysville Volunteer Fire Company Station 4,283 Reas Ford Road,Earlysville,VA,22936
-8454301.001,4488276.329,30132,Eastville Volunteer Fire Company Station 17,16453 Courthouse Road,Eastville,VA,23347
-8681919.835,4381021.321,30053,Ebony Volunteer Fire Department,497 Robinson Ferry Road,Ebony,VA,23845
-8746050.392,4696407.655,31615,Shenandoah County Fire and Rescue Station 15 - Edinburg Volunteer Fire Department,200 Stoney Creek Boulevard,Edinburg,VA,22824
-8975402.848,4479411.512,31742,Eggleston Volunteer Fire Department,235 Firehouse Road,Eggleston,VA,24086
-9036589.476,4400314.248,31769,Elk Creek Volunteer Fire Department,547 Comers Rock Road,Elk Creek,VA,24326
-8756659.857,4636380.633,30813,Elkton Volunteer Fire Company,14171 Spotswood Trail,Elkton,VA,22827
-8928948.468,4470922.712,31524,Elliston Volunteer Fire Department,5001 Enterprise Drive,Elliston,VA,24087
-8631487.626,4396203.119,29754,Emporia Volunteer Fire Department,209 Halifax Street,Emporia,VA,23847
-8618813.87,4472011.678,29772,Chesterfield Fire and Emergency Medical Services Station 12 Ettrick,21200 Chesterfield Avenue,Ettrick,VA,23803
-8826741.537,4471603.609,31744,Evington Volunteer Fire Department Station 1 Headquarters,10624 Colonial Highway,Evington,VA,24550
-8815515.869,4471722.557,31771,Evington Volunteer Fire Department Substation,351 Elmwood Lane,Evington,VA,24550
-9285055.645,4389879.394,30725,Thomas Walker Fire Department Station 1,170 Pioneer Road,Ewing,VA,24248
-9303862.917,4384779.375,30726,Thomas Walker Volunteer Fire Department Station 2,589 Neighborhood Lane,Ewing,VA,24248
-8440616.746,4513194.445,29817,Community Fire Company,3356 Main Street,Exmore,VA,23350
-8765460.598,4555574.231,30888,Faber Volunteer Fire Department,8207 Irish Road,Faber,VA,22938
-8605961.778,4703961.632,41249,Fairfax County Fire and Rescue Department Station 34 Oakton,10511 Rosehaven Street,Fairfax,VA,22030-2837
-8599236.189,4703403.121,41895,Fairfax County Fire and Rescue Department Station 30 Merrifield,8739 Lee Highway,Fairfax,VA,22031-2103
-8612245.764,4699999.819,41898,Fairfax County Fire and Rescue Department Station 40 Fairfax Center,4621 Legato Road,Fairfax,VA,22030-6133
-8604259.815,4701884.175,41913,Fairfax County Fire and Rescue Department Station 33 City of Fairfax,10101 Fairfax Boulevard,Fairfax,VA,22030-2055
-8605631.605,4699299.028,41914,Fairfax County Fire and Rescue Department Station 3 City of Fairfax,4081 University Drive,Fairfax,VA,22030
-8612859.854,4703270.973,42081,Fairfax County Fire and Rescue Department Station 21 Fair Oaks,12300 Lee Jackson Memorial Highway,Fairfax,VA,22033-2810
-8599643.841,4698666.457,42202,Fairfax County Fire and Rescue Department Station 23 West Annandale,8914 Little River Turnpike,Fairfax,VA,22031-3123
-8607925.784,4692824.181,41248,Fairfax County Fire and Rescue Department Station 32 Fairview,5600 Burke Centre Parkway,Fairfax Station,VA,22039-1420
-8602618.186,4681601.305,41302,Fairfax County Fire and Rescue Department Station 41 Crosspointe,9610 Hampton Road,Fairfax Station,VA,22039-2813
-8825399.617,4562899.389,31776,South River District Volunteer Fire and Rescue Company 7,5842 North Lee Highway,Fairfield,VA,24435
-8589039.657,4703114.584,40346,Fairfax County Fire and Rescue Department Station 28 Seven Corners,2949 Sleepy Hollow Road,Falls Church,VA,22044-2002
-8587095.462,4699566.589,41060,Fairfax County Fire and Rescue Department Station 10 Baileys Crossroads,3601 Firehouse Lane,Falls Church,VA,22041-3609
-8590958.256,4702788.165,42200,Fairfax County Fire and Rescue Department Station 18 Jefferson,6637 South Street,Falls Church,VA,22042
-8622073.85,4624165.886,29694,Stafford County Fire and Rescue Department Station 1 Falmouth Volunteer Fire Department,250 Butler Road,Falmouth,VA,22405
-8624709.008,4639195.158,29736,Stafford County Fire and Rescue Department Emergency Medical Services Station 4 Mountain View,1268 Mountain View Road,Falmouth,VA,22406
-8617206.406,4623744.791,29813,Stafford County Fire and Rescue Department Emergency Medical Services Station 7 White Oak,535 White Oak Road,Falmouth,VA,22405
-8613317.624,4622172.501,29842,Stafford County Fire Department Station 7 White Oak,12 Newton Road,Falmouth,VA,22405
-8625155.329,4639111.503,29989,Stafford County Fire and Rescue Department Station 4 Mountain View,924 Kellogg Mill Road,Falmouth,VA,22406
-8728064.117,4481617.607,30729,Farmville Volunteer Fire Department,1000 West 3rd Street,Farmville,VA,23901
-8724236.32,4490747.177,30771,Randolph District Volunteer Fire Department,2145 Cumberland Road,Farmville,VA,23901
-8529865.324,4563005.408,29887,Richmond County Volunteer Fire Department Station 2,394 North Farnham Church Road,Farnham,VA,22460
-8906626.971,4428206.25,30968,Ferrum Volunteer Fire Department Company 3,9626 Franklin Street,Ferrum,VA,24088
-8898715.274,4397282.873,31703,Fieldale Volunteer Fire Department,500 Field Avenue,Fieldale,VA,24089
-8789769.062,4592727.247,30823,Preston L Yancey Volunteer Fire Department Company 11,2015 Jefferson Highway,Fishersville,VA,22939
-8694141.571,4687741.75,30886,Flint Hill Volunteer Fire Department,945 Fodderstack Road,Flint Hill,VA,22627
-8940875.814,4426516.189,31639,Floyd County Volunteer Fire Department 1,143 Akers Street,Floyd,VA,24091
-8825811.419,4488907.454,30925,Forest Volunteer Fire Department Company 5,1645 Thomas Jefferson Road,Forest,VA,24551
-8822392.248,4485335.631,31663,Brookville - Timberlake Volunteer Fire Department,3640 Waterlick Road,Forest,VA,24551
-8712597.567,4546151.62,30914,Fork Union Fire Company,15704 West River Road,Fork Union,VA,23055
-8608012.82,4589076.361,29671,Fort A P Hill Fire Department,18625 Anderson Camp,Fort A P Hill,VA,22427
-8591223.634,4680951.428,41984,Fort Belvoir Fire Department Station 466,8915 Gavin Road,Fort Belvoir,VA,22060
-8587423.641,4677674.421,42062,Fort Belvoir Fire Department Station 465,9701 Gunston Road,Fort Belvoir,VA,22060
-8588468.38,4681081.841,42357,Fort Belvoir Fire Department Station 463,6100 Abbot Road,Fort Belvoir,VA,22060
-9192330.194,4407852.293,31726,Fort Blackmore Volunteer Fire Department,11181 Veterans Memorial Highway,Fort Blackmore,VA,24250
-8783545.895,4607932.653,30753,New Hope Volunteer Fire Department Company 18,691 Battlefield Road,Fort Defiance,VA,24437
-8525248.529,4461312.797,29692,Fort Eustis - Fort Story Fire and Emergency Services Station 1 Headquarters,648 Washington Boulevard,Fort Eustis,VA,23604
-8528267.225,4458039.681,30094,Fort Eustis - Fort Story Fire and Emergency Services Station 2,Condon Road,Fort Eustis,VA,23604
-8607999.916,4474082.775,29626,Fort Lee Fire and Emergency Services Station 2,1530 A Avenue,Fort Lee,VA,23801
-8609209.468,4472885.864,29764,Fort Lee Fire and Emergency Services Station 1,3620 C Avenue,Fort Lee,VA,23801
-8609611.878,4471012.609,29864,Fort Lee Fire and Emergency Services Station 3,9513 A Avenue,Fort Lee,VA,23801
-8580691.555,4703664.955,30077,Fort Myer Fire Department Station 1,415 Sheridan Avenue,Fort Myer,VA,22211
-8461672.875,4429113.803,30146,Fort Story Fire and Emergency Services,700 Atlantic Avenue,Fort Story,VA,23459
-8729223.063,4699365.064,31743,Shenandoah County Fire and Rescue Station 14 - Fort Valley Volunteer Fire Department,7088 Fort Valley Road,Fort Valley,VA,22652
-8500346.472,4494538.831,30072,Mathews Volunteer Fire Department Station 2,4542 East River Road,Foster,VA,23056
-8561491.499,4394092.215,29670,International Paper Company Fire Brigade,34040 Union Camp Drive,Franklin,VA,23851
-8562799.982,4394242.906,29947,Franklin Fire and Rescue Department,100 South Main Street,Franklin,VA,23851
-8567357.663,4397367.295,30001,Hunterdale Volunteer Fire Department,201 Delaware Road,Franklin,VA,23851
-8627035.472,4621075.174,18463,Fredericksburg Fire Department Station 2,101 Altoona Drive,Fredericksburg,VA,22401
-8636369.282,4617121.277,18484,Spotsylvania County Fire and Rescue Station 10,11201 Gordon Road,Fredericksburg,VA,22407
-8628085.558,4629805.757,29762,Stafford County Fire and Rescue Department Station 12 Berea,20 Sebring Drive,Fredericksburg,VA,22406
-8626299.433,4615500.981,29969,Spotsylvania County Fire and Rescue Station 4,4804 Bancroft Road,Fredericksburg,VA,22408
-8634875.584,4636273.297,29997,Stafford County Fire and Rescue Department Station 6 Hartwood,67 Hartwood Church Road,Fredericksburg,VA,22406
-8622577.573,4621859.027,30034,Fredericksburg Fire Department Station 1,601 Princess Anne Street,Fredericksburg,VA,22401
-8639154.138,4621420.922,31921,Spotsylvania County Fire and Rescue Station 5,6204 Plank Road,Fredericksburg,VA,22407
-8636403.254,4620796.529,36271,Spotsylvania County Fire Station 5 - Closed,5992 Plank Road,Fredericksburg,VA,22407
-8619903.048,4610442.751,38231,Spotsylvania County Fire and Rescue Station 11,9517 Crossroads Parkway,Fredericksburg,VA,22408
-8630731.627,4619838.911,38796,Spotsylvania County Fire and Rescue Station 6,5700 General Semmes Road,Fredericksburg,VA,22407
-9014614.768,4399557.841,32909,Fries Volunteer Fire and Rescue Squad,343 Firehouse Drive,Fries,VA,24330
-8688114.892,4723419.533,29588,Shenandoah Farms Volunteer Fire Department Company 6,6363 Howellsville Road,Front Royal,VA,22630
-8699140.345,4716732.15,30883,Shenandoah Shores Volunteer Fire Department,533 Mountain View Drive,Front Royal,VA,22630
-8703244.672,4718695.114,31532,North Warren Volunteer Fire and Rescue,89 Rockland Road,Front Royal,VA,22630
-8701149.183,4705604.635,31547,Smithsonian Conservation Biology Institute Fire Brigade,1500 Remount Road,Front Royal,VA,22630
-8712752.617,4707778.983,31654,Rivermont Volunteer Fire Department,714 Rivermont Drive,Front Royal,VA,22630
-8704121.925,4710582.72,31751,Front Royal Volunteer Fire and Rescue Department,221 North Commerce Avenue,Front Royal,VA,22630
-8640468.735,4693657.071,29647,Prince William County Department of Fire and Rescue Station 4,14450 John Marshall Highway,Gainesville,VA,20155
-9008800.46,4392006.948,32918,Galax Volunteer Fire Department,300 West Grayson Street,Galax,VA,24333
-8670788.14,4378620.019,30130,Gasburg Volunteer Fire Department,1705 Baird Road,Gasburg,VA,23857
-9191955.51,4388946.536,31539,Gate City Volunteer Fire Department,146 Bishop Drive,Gate City,VA,24251
-9200513.361,4386080.02,31642,Weber City Volunteer Fire Department Station 2,State Highway 614,Gate City,VA,24251
-8880095.838,4438753.757,31747,Glade Hill Volunteer Fire Department Company 4,6680 Old Franklin Turnpike,Glade Hill,VA,24092
-9102380.324,4410106.519,30839,Glade Spring Volunteer Fire Department,318 East Glade Street,Glade Spring,VA,24340
-8776141.085,4516150.514,31721,Gladstone Volunteer Fire Department,8786 Richmond Highway,Gladstone,VA,24553
-8802214.131,4461434.942,31544,Gladys Volunteer Fire Department,8570 Brookneal Highway,Gladys,VA,24554
-8844564.326,4527377.48,31718,Glasgow Volunteer Fire Department,934 Rockbridge Road,Glasgow,VA,24555
-8638127.756,4534842.104,29716,Henrico County Fire Station 16,5381 Shady Grove Road,Glen Allen,VA,23059
-8630045.614,4533833.049,29717,Henrico County Fire Station 15,3820 Mountain Road,Glen Allen,VA,23060
-8637924.621,4543841.651,29810,Hanover County Fire - EMS Company 11 - Farrington Volunteer Fire Station,14582 Mountain Road,Glen Allen,VA,23059
-9001775.113,4490733.91,30777,Glen Lyn Volunteer Fire Department,300 East River Mountain Road,Glen Lyn,VA,24093
-8516173.349,4511349.002,29791,Gloucester Volunteer Fire and Rescue Station 4,7598 Dutton Road,Gloucester,VA,23061
-8527292.803,4496352.658,30048,Gloucester Volunteer Fire and Rescue Station 6,7070 Ark Road,Gloucester,VA,23061
-8518930.58,4497022.573,30134,Gloucester Volunteer Fire and Rescue Station 1,6595 Main Street,Gloucester,VA,23061
-8644096.665,4642785.369,29990,Goldvein Volunteer Fire and Rescue Company 8,14276 Goldvein Road,Goldvein,VA,22720
-8689142.42,4542760.344,30752,Goochland County Volunteer Fire and Rescue Company 4 Fife,2397 Hadensville - Fife Road,Goochland,VA,23063
-8670220.602,4536955.239,31677,Goochland County Volunteer Fire and Rescue Company 5 Goochland,2710 Fairground Road,Goochland,VA,23063
-8703638.774,4599096.963,30772,Gordonsville Volunteer Fire Company 24,301 East Baker Street,Gordonsville,VA,22942
-8720244.729,4759766.258,29821,Frederick County Fire and Rescue Department Station 14 - Gore Volunteer Fire and Rescue,7184 Northwestern Pike,Gore,VA,22637
-8849642.37,4577643.184,44271,Goshen Volunteer Fire Department,140 Main Street,Goshen,VA,24439
-8603997.637,4721494.934,41062,Fairfax County Fire and Rescue Department Station 12 Great Falls,9916 Georgetown Pike,Great Falls,VA,22066-2825
-8392449.62,4581150.919,30119,Greenbackville Volunteer Fire Department,1479 Stockton Avenue,Greenbackville,VA,23356
-8815523.815,4435478.046,31658,Renan Volunteer Fire Department,405 Straightstone Road,Gretna,VA,24557
-8834393.798,4431607.881,31755,Gretna Volunteer Fire Department,122 East Gretna Road,Gretna,VA,24557
-8774711.766,4616429.701,31681,Grottoes Volunteer Fire Department,109 3rd Street,Grottoes,VA,24441
-9141370.268,4478729.461,30809,Grundy Volunteer Fire Department,23824 Riverside Drive,Grundy,VA,24614
-9123287.809,4482454.566,31531,Slate Creek Volunteer Fire Department,10087 Slate Creek Road,Grundy,VA,24614
-9151677.881,4479559.07,31673,Harman Volunteer Fire Department,4782 Old Creek Road,Grundy,VA,24614
-8682268.87,4557023.939,30811,Goochland County Volunteer Fire and Rescue Company 6 Hadensville,4746 Broad Street Road,Gum Spring,VA,23065
-8492356.288,4509641.005,30041,Mathews Volunteer Fire Department Station 3,2137 Old Ferry Road,Gwynn,VA,23066
-8530520.416,4592319.207,39580,Cople District Volunteer Fire Department Engine Company 32 - Coles Point Substation,5238 Tucker Hill Road,Hague,VA,22469
-8785819.808,4406908.457,31761,Halifax Volunteer Fire Department,375 North Main Street,Halifax,VA,24558
-8644093.939,4740938.393,29603,Hamilton Volunteer Fire Department Company 5,39071 East Colonial Highway,Hamilton,VA,20158
-8644091.616,4740937.141,29945,Hamilton Volunteer Rescue Squad Company 17,39071 East Colonial Highway,Hamilton,VA,20158
-8734145.327,4472095.382,30859,Hampden - Sydney Volunteer Fire Department,368 South Boundary Road,Hampden Sydney,VA,23943
-8505514.034,4441629.79,29554,Hampton Fire and Rescue Station 9 Briarfield,1590 Briarfield Road,Hampton,VA,23666
-8499558.892,4443254.644,29559,Hampton Fire and Rescue Station 1 Downtown Hampton,306 West Pembroke Avenue,Hampton,VA,23669
-8493416.838,4450149.157,29611,Hampton Fire and Rescue Station 5 Fox Hill,416 Beach Road,Hampton,VA,23664
-8507102.704,4452778.168,29796,Langley Air Force Base Fire Department Station 2,1795 1st Street,Hampton,VA,23665
-8493203.59,4444896.866,29835,Hampton Fire and Rescue Station 4 Buckroe,2412 East Pembroke Avenue,Hampton,VA,23664
-8508184.71,4445096.895,29897,Hampton Fire and Rescue Station 6 Northampton,1221 Todds Lane,Hampton,VA,23666
-8496147.372,4441514.002,29932,Hampton Fire and Rescue Station 2 Phoebus,122 South Hope Street,Hampton,VA,23663
-8496950.353,4446816.11,30031,Hampton Fire and Rescue Station 7 Willow Oaks,176 Fox Hill Road,Hampton,VA,23669
-8503328.667,4438944.851,30074,Hampton Fire and Rescue Station 3 Wythe,1430 Kecoughtan Road,Hampton,VA,23661
-8502510.535,4451844.363,30075,Hampton Fire and Rescue Station 8 NASA Langley Research Center,10 Langley Boulevard,Hampton,VA,23665
-8503333.579,4446278.392,30117,Hampton Fire and Rescue Station 10 Coliseum Central,204 Marcella Road,Hampton,VA,23666
-8507657.417,4449044.758,30712,Hampton Fire and Rescue Station 11 Big Bethel,1304 Big Bethel Road,Hampton,VA,23666
-8612843.956,4546953.535,29706,Hanover County Fire - EMS Company 5 - Hanover Courthouse Volunteer Fire Station,13326 Hanover Courthouse Road,Hanover,VA,23069
-8612480.265,4557833.244,30012,Caroline County Fire and Rescue / Frog Level Volunteer Fire Department Company 5,30240 Richmond Turnpike,Hanover,VA,23069
-8884514.617,4472060.78,31765,Hardy Volunteer Fire Department Company 12,1220 Bandy Mill Road,Hardy,VA,24101
-8783212.242,4636489.437,30840,Harrisonburg Fire Department Station 2,380 Pleasant Valley Road,Harrisonburg,VA,22801
-8779178.608,4643506.402,30879,Harrisonburg Fire Department Station 4,210 East Rock Street,Harrisonburg,VA,22802
-8777454.758,4639583.436,31537,Harrisonburg Fire Department Station 3,299 Lucy Drive,Harrisonburg,VA,22801
-8778566.545,4635629.443,31579,Hose Company 4 Station 41,2654 Port Republic Road,Harrisonburg,VA,22801
-8781017.182,4641496.862,31733,Harrisonburg Fire Department Station 1,80 Maryland Avenue,Harrisonburg,VA,22801
-8509657.346,4515997.079,29948,Hartfield Volunteer Fire Department,3309 Twiggs Ferry Road,Hartfield,VA,23071
-8516664.703,4478618.928,29845,Abingdon Volunteer Fire and Rescue Station 3,2676 Hayes Road,Hayes,VA,23072
-8518248.301,4482492.343,29931,Abingdon Volunteer Fire and Rescue Station 5,3239 Providence Road,Hayes,VA,23072
-8511001.867,4476858.955,29992,Abingdon Volunteer Fire and Rescue Station 2,2146 Mark Pine Road,Hayes,VA,23072
-8642219.472,4704621.39,29618,Evergreen Volunteer Fire and Rescue Station 15,3510 James Madison Highway,Haymarket,VA,20169
-8645429.816,4697533.266,30927,Prince William County Department of Fire and Rescue Station 24,​5901 Antioch Road,Haymarket,VA,20169
-9160595.044,4467597.99,31709,Haysi Volunteer Fire Department,23544 Dickenson Highway,Haysi,VA,24256
-8642146.068,4528170.595,29620,Henrico County Firehouse 13,12491 Church Road,Henrico,VA,23233
-8611206.93,4512740.635,29622,Henrico County Firehouse 6,4600 South Laburnum Avenue,Henrico,VA,23231
-8636326.351,4524042.569,29673,Henrico County Firehouse 9,9401 Quioccasin Road,Henrico,VA,23238
-8638818.547,4520916.925,29674,Henrico County Firehouse 17,110 North Gaskins Road,Henrico,VA,23238
-8603870.887,4502134.816,29676,Henrico County Firehouse 18,4410 Darbytown Road,Henrico,VA,23231
-8605913.577,4515141.922,29715,Henrico County Firehouse 3,1310 East Washington Street,Henrico,VA,23075
-8623521.917,4532277.837,33537,Henrico County Fire Station 21,1201 Virginia Center Parkway,Henrico,VA,23059
-8632736.825,4522245.659,35582,Henrico County Firehouse 8,8000 Patterson Avenue,Henrico,VA,23229
-8908440.432,4418054.928,30798,Henry Volunteer Fire Department Company 14,5241 Henry Road,Henry,VA,24102
-8617677.042,4712624.185,40348,Fairfax County Fire and Rescue Department Station 36 Frying Pan,2660 West Ox Road,Herndon,VA,20171-3530
-8609760.571,4721399.984,41301,Fairfax County Fire and Rescue Department Station 39 North Point,1117 Reston Avenue,Herndon,VA,20170-2444
-8614557.536,4717244.374,41627,Fairfax County Fire and Rescue Department Station 4 Herndon,680 Spring Street,Herndon,VA,20170-5124
-8613190.981,4711113.531,41896,Fairfax County Fire and Rescue Department Station 31 Fox Mill,2610 Reston Parkway,Herndon,VA,20171-2559
-8986665.285,4406015.735,30749,Hillsville Volunteer Fire Department,115 Fulcher Street,Hillsville,VA,24343
-8986122.192,4406990.013,31778,Carroll County Fire and Rescue,499 Floyd Pike,Hillsville,VA,24343
-9181092.731,4390718.865,31533,Hiltons Volunteer Fire Department,2538 Hiltons Road,Hiltons,VA,24258
-8985045.176,4434823.902,30730,Hiwassee Volunteer Fire Department,2273 Julia Simpkins Road,Hiwassee,VA,24347
-8971615.79,4442421.996,32818,Snowville Volunteer Fire Department Station 1 Headquarters,4855 Lead Mine Road,Hiwassee,VA,24347-2815
-9126258.136,4441338.289,30717,Honaker Volunteer Fire Department,1541 Thompson Creek Road,Honaker,VA,24260
-9134942.381,4450062.87,30954,Council Volunteer Fire Department,1158 Old Grissom Creek Road,Honaker,VA,24260
-8602026.133,4480539.115,29763,Honeywell International Hopewell Plant Fire Station,905 East Randolph Road,Hopewell,VA,23860
-8606000.417,4477750.034,29840,Hopewell Bureau of Fire Station 2,3400 Virginia Street,Hopewell,VA,23860
-8602926.467,4481518.804,29950,Hopewell Bureau of Fire Station 1,200 South Hopewell Street,Hopewell,VA,23860
-8887097.042,4579546.558,30718,Hot Springs Volunteer Fire Department,2670 Main Street,Hot Springs,VA,24445
-8853102.886,4450983.405,30853,Huddleston Fire Department Station 3,6185 Dundee Road,Huddleston,VA,24104
-8858503.8,4454248.681,30935,Saunders Volunteer Fire Company 10,12253 Smith Mountain Lake Parkway,Huddleston,VA,24104
-8844783.298,4462678.902,31569,Huddleston Fire Department Station 2,3477 Smith Mountain Lake Parkway,Huddleston,VA,24104
-8859136.125,4446639.542,31604,Saunders Volunteer Fire Department Station 2,16538 Smith Mountain Lake Parkway,Huddleston,VA,24104
-8847685.788,4461206.622,31669,Huddleston Volunteer Fire Department Company 7,5377 Smith Mountain Lake Parkway,Huddleston,VA,24104
-8840072.723,4468918.905,31768,Huddleston Fire Department Station 4,14276 Wyatts Way,Huddleston,VA,24104
-9128967.216,4496148.182,30764,Knox Creek Volunteer Fire Department,8608 Hurley Road,Hurley,VA,24620
