OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
3316,10192205,PEDIATRICS AT NITE,571-434-0400,21010 DULLES TOWN CIRCLE, ,DULLES,VA,20166,2477,LOUDOUN,51107,"FROM THE INTERSECTION OF NOKES BLVD & ATLANTIC BLVD TRAVEL NORTH APROX .15 ON ATLANTIC BLVD AND TURN EAST INTO THE ENTRANCE OF DULLES TOWN CENTER MALL, GO NORTH ON DULLES TOWN CIR APROX .06 MILES AND TURN EAST INTO PARKING LOT", , , ,2006/12/19 00:00:00+00,PHONE,2006/12/19 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24731356,-77.4260668,39.0309021,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3721
3320,10422263,CHIMNEY HILL MEDICAL ASSOCIATES AND URGENT CARE,757-962-8720,3745 HOLLAND ROAD, ,VIRGINIA BEACH,VA,23452,2847,VIRGINIA BEACH CITY,51810,ON THE SE CORNER OF HOLLAND RD AND CHASEWAY STREET., , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25228728,-76.1038435,36.8144891,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3747
3333,10844686,NOWCARE MEDICAL CENTER I,757-424-4300,6632 INDIAN RIVER ROAD, ,VIRGINIA CITY BEACH,VA,23464,3442,VIRGINIA BEACH CITY,51810,ON THE NE SIDE OF INDIAN RIVER RD ABOUT .1 MILES E OF THE INTERSECTION OF SANDRA LN AND INDIAN RIVER RD., , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",19454503,-76.2199769,36.8195842,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3345,10422279,NOWCARE MEDICAL CENTER II,757-587-0157,7924 CHESAPEAKE BOULEVARD,SUITE B,NORFOLK,VA,23518,3801,NORFOLK CITY,51710,LOCATED ON THE EAST SIDE OF CHESAPEAKE BLVD BETWEEN EAGLE AVE AND E LITTLE CREEK RD., , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25183093,-76.2409417,36.9160829,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3788
3354,11241559,PATIENT FIRST - MECHANICSVILLE,804-559-9900,7238 MECHANICSVILLE TURNPIKE, ,MECHANICSVILLE,VA,23111,3502,HANOVER,51085,LOCATED ON THE NE CORNER OF BELL CREEK RD AND MECHANICSVILLE TPKE, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",108607301,-77.3525574,37.6113167,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3355,10844663,NOWCARE MEDICAL CENTER III,757-923-5360,2401 GODWIN BOULEVARD, ,SUFFOLK,VA,23434,8178,SUFFOLK CITY,51800,ON THE W SIDE OF GODWIN BOULEVARD BETWEEN WILLIAM REID DR AND HANNAH HUNT BLVD., , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25200404,-76.5870964,36.7630376,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3361,10425828,DULLES URGENT CARE CENTER,703-542-7921,42010 VILLAGE CENTER PLAZA, ,STONE RIDGE,VA,20105,3032,LOUDOUN,51107,LOC ON THE SW SIDE OF VILLAGE CENTER PLZ APPROX 0.11 MILES NW OF STONE SPRINGS BLVD, , , ,2008/02/05 00:00:00+00,PHONE,2008/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-77.5482561,38.9389256,TGS,2008Q1,BLOCKFACE,YES,TGS, 
3384,10422249,PATIENT FIRST - CHESTER,804-796-3636,12101 SOUTH CHALKLEY ROAD, ,CHESTER,VA,23831,3755,CHESTERFIELD,51041,ON THE SOUTHEAST CORNER OF IRON BRIDGE RD AND S CHALKLEY RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",108645747,-77.4800988,37.3516447,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3693
3388,11241589,SPOTSYLVANIA EMERGI-CENTER,540-898-4516,10671 COURTHOUSE ROAD, ,FREDERICKSBURG,VA,22407,7743,SPOTSYLVANIA,51177,ON THE SOUTH SIDE OF COURTHOUSE RD BETWEEN RHOADS DR AND STONEY CREEK DR, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101899106,-77.5156693,38.2463374,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3396,10422256,PRIMARY CARE ASSOCIATES - WEST SALEM MEDICAL CENTER,540-387-0441,1935 WEST MAIN STREET, ,SALEM,VA,24153,3109,SALEM CITY,51775,LOC ON THE NW SIDE OF W MAIN ST BETWEEN WILDWOOD RD AND TURNER RD, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90839439,-80.0911604,37.2895521,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3718
3419,11241538,MEDICS USA - ASHBURN,703-726-9401,44050 ASHBURN SHOPPING PLAZA,SUITE 179,ASHBURN,VA,20147,7916,LOUDOUN,51107,LOCATED ON THE SOUTHWEST CORNER OF THE INTERSECTION OF CHRISTIANA DR AND ASHBURN VILLAGE BLVD., , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18898573,-77.4738456,39.0445694,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3435,11241544,LOUDON FAMILY MEDICAL CENTER,703-858-9192,19450 DEERFIELD AVENUE,SUITE 150,LEESBURG,VA,20176,8424,LOUDOUN,51107,LOCATED ON THE EAST CORNER OF THE INTERSECTION OF RIVERSIDE PKY AND DEERFIELD AVE., , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18560612,-77.4750961,39.0770261,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3482,10422253,MCLEAN IMMEDIATE CARE,703-893-2273,1340 OLD CHAIN BRIDGE ROAD,SUITE 101,MCLEAN,VA,22101,3909,FAIRFAX,51059,LESS THAN .10 MILES NORTH OF OLD MCLEAN VILLAGE DR ON THE WEST SIDE OF OLD CHAIN BRIDGE RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18477314,-77.1763757,38.9380153,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3706
3506,10193031,CENTREVILLE URGENT CARE,703-830-8113,14001 SAINT GERMAIN DRIVE,SUITE A,CENTREVILLE,VA,20121, ,FAIRFAX,51059,SW CORNER OF ST GERMAIN DR AND CENTREVILLE CREST LN, , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18394293,-77.4352495,38.8366779,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3708
3529,10193100,PRIME CARE URGENT AND FAMILY CARE,540-786-1200,2511 SALEM CHURCH ROAD, ,FREDERICKSBURG,VA,22407,6466,SPOTSYLVANIA,51177,.08 OF A MILE NORTHEAST OF THE INTERSECTION OF SALEM CHURCH ROAD AND SALEM RUN ROAD. ON THE EAST SIDE OF SALEM CHURCH ROAD., , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90802357,-77.5323502,38.2792932,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3734
3543,11241548,VIRGINIA MEDICAL CENTER,540-338-0032,609 EAST MAIN STREET, ,PURCELLVILLE,VA,20132,3182,LOUDOUN,51107,"LOCATED ON THE THE NORTH SIDE OF E MAIN ST, .1 MILE WEST OF THE INTERSECTION OF E MAIN ST AND N MAPLE AVE.", , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24773453,-77.7072151,39.1375299,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3544,11513548,PATIENT FIRST - TAYLOR ROAD,757-215-1800,2425 TAYLOR ROAD, ,CHESAPEAKE,VA,23321,2201,CHESAPEAKE CITY,51550,ON THE WESTERN MOST SE CORNER OF RAINTREE RD AND TAYLOR RD, , , ,2009/02/18 00:00:00+00,PHONE,2009/02/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25228329,-76.4094302,36.8266299,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
3553,10422273,DOMINION URGENT CARE,703-569-7554,6370 SPRINGFIELD PLAZA, ,SPRINGFIELD,VA,22150,3431,FAIRFAX,51059,LOC ON THE NE CORNER OF THE SOUTHWESTERN MOST INTERSECTION OF SPRINGFIELD PLAZA AND COMMERCE ST, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18476196,-77.1894923,38.7823066,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3774
3570,10422272,INOVA URGENT CARE CENTER - CENTREVILLE,703-830-5600,6201 CENTREVILLE ROAD,SUITE 200,CENTREVILLE,VA,20121,2626,FAIRFAX,51059,ON THE SOUTHEAST SIDE OF THE INTERSECTION OF CENTREVILLE RD AND MACHEN RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18632483,-77.4341699,38.8292432,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3773
3571,11241564,INOVA URGENT CARE CENTER - ALEXANDRIA,703-797-6800,6355 WALKER LANE,SUITE 100,ALEXANDRIA,VA,22310,3244,FAIRFAX,51059,ON THE NORTHEAST CORNER OF WALKER LN AND FRANCONIA-SPRINGFIELD PKY, , , ,2009/02/09 00:00:00+00,PHONE,2009/02/09 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18376456,-77.160805,38.7673058,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3572,10194329,SENTARA FAMILY PRACTICE SPECIALISTS AND URGENT CARE,757-363-6810,816 INDEPENDENCE BOULEVARD,SUITE 100,VIRGINIA BEACH,VA,23455,6010,VIRGINIA BEACH CITY,51810,ON THE E SIDE OF INDEPENDENCE BLVD ABOUT .1 MILES N OF THE INTERSECTION OF N WITCHDUCK RD AND INDEPENDENCE BLVD., , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25169958,-76.1319236,36.8672154,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3792
3574,11241577,HALIFAX PRIMARY CARE,434-517-3879,2232 WILBORN AVENUE, ,SOUTH BOSTON,VA,24592,1662,SOUTH BOSTON CITY,51780,ON THE SOUTHWEST CORNER OF HAMILTON BLVD AND WILBORN AVE, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123418086,-78.9148649,36.7139948,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3576,11513017,GARRISONVILLE URGENT CARE,540-288-2222,9 CENTER STREET,SUITE 101,STAFFORD,VA,22556,8910,STAFFORD,51179,ON THE WEST SIDE OF CENTER ST BETWEEN BARRETT HEIGHTS RD AND GARRISONVILLE RD, , , ,2009/02/09 00:00:00+00,PHONE,2009/02/09 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",108638559,-77.4331127,38.4748309,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3579,10844592,CARILION CLINIC URGENT CARE - ROANOKE,540-989-4929,3369 COLONIAL AVENUE, ,ROANOKE,VA,24015,3739,ROANOKE CITY,51770,ON THE NORTH SIDE OF COLONIAL AVE BETWEEN COLONIAL GREEN CIR SW AND WOODLAND DR SW, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",740921439,-79.9876806,37.2388509,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3792,10844130,CONCENTRA URGENT CARE - ALEXANDRIA,703-914-6718,5590 GENERAL WASHINGTON DRIVE, ,ALEXANDRIA,VA,22312,2465,FAIRFAX,51059,ON THE WEST CORNER OF BREN MAR DR AND GENERAL WASHINGTON DR, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18365883,-77.1635283,38.7996943,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3801,11513054,WINCHESTER URGENT CARE,866-623-2416,2505 VALLEY AVENUE, ,WINCHESTER,VA,22601,2761,WINCHESTER CITY,51840,SOUTHWEST CORNER OF MASSANUTTEN TERRACE AND VALLEY AVENUE, , , ,2009/02/10 00:00:00+00,PHONE,2009/02/10 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128087074,-78.1867815,39.157605,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3815,11241566,PRIMARY CARE ASSOCIATES - BRAEBURN MEDICAL CENTER,540-772-4540,1930 BRAEBURN CIRCLE, ,SALEM,VA,24153,7388,SALEM CITY,51775,ON THE EAST SIDE OF BRAEBURN CIR ;ESS THAN .1 MILES SOUTH OF BRAEBURN DR, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90896427,-80.0263462,37.263212,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3834,10422245,FIRST COLONIAL FAMILY PRACTICE AND URGENT CARE CENTER,757-481-2333,1120 FIRST COLONIAL ROAD, ,VIRGINIA BEACH,VA,23454,2418,VIRGINIA BEACH CITY,51810,ON THE NE SIDE OF FIRST COLONIAL RD DIRECTLY ACROSS FROM THE T-INTERSECTION OF BANCROFT HALL DR AND FIRST COLONIAL RD, , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25222254,-76.0289227,36.8668421,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3686
3845,10422269,PROVIDENCE ROAD FAMILY PRACTICE AND URGENT CARE,757-413-7600,5320 PROVIDENCE ROAD,SUITE 101,VIRGINIA BEACH,VA,23464,4122,VIRGINIA BEACH CITY,51810,ON THE NW CORNER OF PROVIDENCE RD AND WALTON DR, , , ,2009/01/14 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25173857,-76.1731553,36.8152114,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3765
3894,10422276,MANASSAS URGENT CARE - ALTMED MEDICAL CENTER,703-631-9695,7524 DIPLOMAT DRIVE,SUITE 101,MANASSAS,VA,20109,2685,PRINCE WILLIAM,51153,LOC ON THE NE SIDE OF DIPLOMAT DR 0.05 MILES SE OF THE INT OF DIPLOMAT DR AND COVERSTONE LANE., , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24788417,-77.5180383,38.7942491,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3784
3895,10422264,ARLINGTON CLINIC,703-522-8840,4040 NORTH FAIRFAX DRIVE,SUITE 140,ARLINGTON,VA,22203,1613,ARLINGTON,51013,LOC ON THE SE CORNER OF THE INT OF N FAIRFAX DR AND N RANDOLPH ST., , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128081214,-77.1088017,38.8820961,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3748
3897,11513116,MY URGENT CARE - WOODBRIDGE,703-497-1234,14573 POTOMAC MILLS ROAD, ,WOODBRIDGE,VA,22192,6808,PRINCE WILLIAM,51153,"LOCATED ON THE SOUTHWEST SIDE OF OPITZ BLVD, BETWEEN POTOMAC MILLS RD AND TELEGRAPH RD.", , , ,2009/02/11 00:00:00+00,PHONE,2009/02/11 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128079788,-77.2944201,38.6352524,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3909,10422258,PATIENT FIRST - WOODMAN,804-264-7808,2300 EAST PARHAM ROAD, ,RICHMOND,VA,23228,3118,HENRICO,51087,ON THE NW CORNER OF WOODMAN RD AND E PARHAM RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18908524,-77.4921862,37.6399219,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3729
3910,10422274,PRIME MEDICAL CENTER,703-532-1100,6720 ARLINGTON BOULEVARD, ,FALLS CHURCH,VA,22042,2105,FAIRFAX,51059,LOC ON THE NE CORNER OF THE INT OF E TRIPPS RUN RD AND ARLINGTON BLVD, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18356237,-77.1769078,38.8697793,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3775
3911,10422275,PATIENT FIRST - BATTLEFIELD,757-547-0688,705 NORTH BATTLEFIELD BOULEVARD, ,CHESAPEAKE,VA,23320,4901,CHESAPEAKE CITY,51550,LOC ON THE NE SIDE OF N BATTLEFIELD BLVD BETWEEN MEDICAL PKY E AND E GAINSBOROUGH SQ., , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",19449510,-76.2433717,36.7440364,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3780
3912,10422261,PATIENT FIRST - HOLLAND,757-468-1855,3432 HOLLAND ROAD, ,VIRGINIA BEACH,VA,23452,4846,VIRGINIA BEACH CITY,51810,LOC ON THE NE SIDE OF HOLLAND RD BETWEEN STONE SHORE RD AND HOLLAND LAKE SHOPPING CENTER, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123641463,-76.0913281,36.8080536,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3744
