X,Y,SHELTER_ID,SHELTER_NAME,ADDRESS_1,CITY,COUNTY_PARISH,FIPS_CODE,STATE,ZIP,MAIL_ADDR_SAME_AS_PHYS_ADDR,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_COUNTY_PARISH,MAILING_STATE,MAILING_ZIP,FACILITY_USAGE_CODE,EVACUATION_CAPACITY,POST_IMPACT_CAPACITY,ADA_COMPLIANT,WHEELCHAIR_ACCESSIBLE,PET_ACCOMMODATIONS_CODE,PET_ACCOMMODATIONS_DESC,GENERATOR_ONSITE,SELF_SUFFICIENT_ELECTRICITY,LATITUDE,LONGITUDE,IN_100_YR_FLOODPLAIN,IN_500_YR_FLOODPLAIN,IN_SURGE_SLOSH_AREA,PRE_LANDFALL_SHELTER,SHELTER_CODE,ORG_ORGANIZATION_ID,ORG_ORGANIZATION_NAME,ORG_MAIN_PHONE,ORG_FAX,ORG_EMAIL,ORG_HOTLINE_PHONE,ORG_OTHER_PHONE,ORG_ADDRESS,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_POC_NAME,ORG_POC_PHONE,ORG_POC_AFTER_HOURS_PHONE,ORG_POC_EMAIL,ORG_HOURS_OF_OPERATION,POPULATION_CODE,INCIDENT_ID,SHELTER_STATUS_CODE,SHELTER_OPEN_DATE,SHELTER_CLOSED_DATE,REPORTING_PERIOD,GENERAL_POPULATION,MEDICAL_NEEDS_POPULATION,OTHER_POPULATION,OTHER_POPULATION_DESCRIPTION,TOTAL_POPULATION,PET_POPULATION,INCIDENT_NUMBER,INCIDENT_NAME,INCIDENT_CODE,OBJECTID,SCORE,STATUS,MATCH_TYPE,LOC_NAME,GEOX,GEOY,FACILITY_TYPE,SUBFACILITY_CODE,DATA_SOURCE_ID
-79.27866077,37.88453657,326283,Fairfield First Aid Crew,5885 N LEE HWY,FAIRFIELD,ROCKBRIDGE, ,VA,24435,YES, , , , , , ,EVAC,100,50, , , , , , ,37.88453657,-79.27866077, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,2020/01/25 10:00:00+00,, ,0,0,0, ,0,0, , , ,27001,100,M,A,Street,-79.27866077,37.88453657,SHELTER,GENPOPSHEL,0
-77.72157461,39.19827518,326355,HILLSBORO ELEMENTARY SCHOOL,37110 CHARLESTOWN PIKE,PURCELLVILLE,LOUDOUN, ,VA,20132,NO, , , , , , ,EVAC,300,150, , , , , , ,39.19827518,-77.72157461, , , , ,OTHER,121556,LOUDOUN COUNTY CHAPTER, , , , , ,604 SOUTH KING STREET,LEESBURG,VA,20175, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,27118,97,M,A,Street,-77.72157461,39.19827518,SHELTER,OTHER,0
-77.39625386,37.18807461,330812,Vernon Johns Middle School,3101 Homestead Dr.,PETERSBURG,PETERSBURG CITY, ,VA,23803,YES,3101 Homestead Dr., ,PETERSBURG, ,VA,23803,BOTH,100,50, , , , , , ,37.18807461,-77.39625386, , , , ,GENERAL,121835,SOUTHSIDE AREA CHAPTER, , , , , ,3267 A South Crater Road,Petersburg,VA,23805, , , , ,8:30 am - 4:30 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,27177,81,M,A,Street,-77.39625386,37.18807461,SHELTER,GENPOPSHEL,0
-79.36661446,36.94642678,330598,Gretna Middle School,201 Coffey Street,GRETNA,PITTSYLVANIA, ,VA,24557,YES,201 Coffey St, ,GRETNA, ,VA,24557,BOTH,90,45, , , , , , ,36.94642678,-79.36661446, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,95,CLOSED,2020/02/06 10:00:00+00,2010/02/07 00:00:00+00,OVERNIGHT,0,0,0, ,0,0,NC33-2-2010,NC Winter Storm,BLI,27211,100,M,A,Street,-79.36661446,36.94642678,SHELTER,GENPOPSHEL,0
-77.51563886,38.01740241,326390,Ladysmith Primary,7278 LADYSMITH RD,Ruther Glen,Caroline, ,VA,22546,NO, , , , , , ,EVAC,277,138, , , , , , ,38.01740241,-77.51563886, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,27461,100,M,A,Street,-77.51563886,38.01740241,SHELTER,OTHER,0
-76.46090499,37.04421006,326063,HINES MIDDLE SCHOOL,561 MCLAWHORNE DR,NEWPORT NEWS,NEWPORT NEWS CITY, ,VA,23601,NO, , , , , , ,EVAC,396,198, , , , , , ,37.04421006,-76.46090499, , , , ,GENERAL,121463,HAMPTON ROADS CHAPTER, , , , , ,4905 W MERCURY RD,NEWPORT NEWS,VA,23605, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,27462,100,M,A,Street,-76.46090499,37.04421006,SHELTER,GENPOPSHEL,0
-80.45500996,37.21783317,326387,KIPPS ELEMENTARY SCHOOL,2801 PRICES FORK RD,BLACKSBURG,MONTGOMERY, ,VA,24060,NO, , , , , , ,EVAC,300,150, , , , ,YES, ,37.21783317,-80.45500996, , , , ,GENERAL,121627,MONTGOMERY FLOYD CHAPTER, , , , , ,712 N MAIN ST,BLACKSBURG,VA,24060, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,27581,100,M,A,Street,-80.45500996,37.21783317,SHELTER,GENPOPSHEL,0
-76.9024811,37.08086643,326389,L.p. Jackson Middle School,4255 New Design Road,DENDRON,SURRY, ,VA,23839,YES, , , , , , ,EVAC,600,300, , , , , , ,37.08086643,-76.9024811, , , , ,GENERAL,121316,COLONIAL VIRGINIA CHAPTER, , , , , ,1317 JAMESTOWN RD SUITE 105,WILLIAMSBURG,VA,23185, , , , ,8,GENERAL,978,CLOSED,2020/08/27 11:00:00+00,2012/08/28 00:00:00+00,MIDDAY,45,,,,45,,76312,Hurricane Irene 8/11 VA/DC,UNK,27582,100,M,A,Street,-76.9024811,37.08086643,SHELTER,GENPOPSHEL,0
-76.4734955,37.07171133,326259,Deer Park Elementary School,11541 JEFFERSON AVE,NEWPORT NEWS,NEWPORT NEWS CITY, ,VA,23601,NO, , , , , , ,EVAC,0,250, , , , , , ,37.07171133,-76.4734955, , , , ,GENERAL,121463,HAMPTON ROADS CHAPTER, , , , , ,4905 W MERCURY RD,NEWPORT NEWS,VA,23605, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,27665,100,M,A,Street,-76.4734955,37.07171133,SHELTER,GENPOPSHEL,0
-78.096136,38.451483,341147,Reva Volunteer Fire And Rescue,18230 Birmingham Rd.,CULPEPER,CULPEPER,,VA,22701,YES,,,,,,,BOTH,100,50,,,,,,,38.451483,-78.096136,NO,,NO,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,28002,,,,GPS,-78.096136,38.451483,SHELTER,GENPOPSHEL,101
-79.90123443,37.36096028,330619,Read Mountain Middle School,182 Orchard Hill Drive,CLOVERDALE,BOTETOURT, ,VA,24077,YES,182 Orchard Hill Drive, ,CLOVERDALE, ,VA,24077,BOTH,150,75, , , , , , ,37.36096028,-79.90123443, , , , ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,28027,100,M,A,Street,-79.90123443,37.36096028,SHELTER,GENPOPSHEL,0
-79.81596971,37.10224331,330620,Burnt Chimney Elementary,80 Burnt Chimney Rd,WIRTZ,FRANKLIN, ,VA,24184,YES,80 Burnt Chimney Rd, ,WIRTZ, ,VA,24184,BOTH,160,80, , , , ,NO, ,37.10224331,-79.81596971, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,28028,100,M,A,Street,-79.81596971,37.10224331,SHELTER,GENPOPSHEL,0
-79.92639746,36.84834672,330621,Henry Elementary,200 Henry School Road,HENRY,FRANKLIN, ,VA,24102,YES,200 Henry School Road, ,HENRY, ,VA,24102,BOTH,160,80, , , , ,NO, ,36.84834672,-79.92639746, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,28029,100,M,A,Street,-79.92639746,36.84834672,SHELTER,GENPOPSHEL,0
-76.41418521,37.04904842,326388,Kraft Elementary School,600 CONCORD,HAMPTON,Hampton City, ,VA,23666,NO, , , , , , ,EVAC,0,275, , , , ,YES, ,37.04904842,-76.41418521, , , , ,GENERAL,121463,HAMPTON ROADS CHAPTER, , , , , ,4905 W MERCURY RD,NEWPORT NEWS,VA,23605, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,28101,86,M,A,Street,-76.41418521,37.04904842,SHELTER,GENPOPSHEL,0
-76.38374316,36.81526966,326064,Hodges Manor Elementary School,1201 CHEROKEE RD,PORTSMOUTH,PORTSMOUTH CITY, ,VA,23701,YES, , , , , , ,POST,0,115, , , , , , ,36.81526966,-76.38374316, , ,YES, ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,590,CLOSED,2020/08/27 11:00:00+00,2011/08/28 00:00:00+00,OVERNIGHT,103,,,,,,3594,Hurricane Irene 8/11 VA/DC,HUR,28102,100,M,A,Street,-76.38374316,36.81526966,SHELTER,GENPOPSHEL,0
-79.19226,37.37333,341144,Quaker Memorial Presbyterian Church,5810 Fort Avenue,LYNCHBURG,LYNCHBURG CITY,,VA,24502,YES,,,,,,,BOTH,117,58,,,,,NO,,37.37333,-79.19226,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,29035,,,,GPS,-79.19226,37.37333,SHELTER,OTHER,101
-79.72866353,37.5482351,330624,James River High School,9906 Springwood Rd,BUCHANAN,BOTETOURT, ,VA,24066,YES,9906 Springwood Rd, ,BUCHANAN, ,VA,24066,BOTH,240,120, , , , ,YES, ,37.5482351,-79.72866353, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29275,100,M,A,Street,-79.72866353,37.5482351,SHELTER,GENPOPSHEL,0
-79.90860887,37.78724791,330625,Allegany High,210 Mountaineer Drive,COVINGTON,COVINGTON CITY, ,VA,24426,YES,210 Mountaineer Drive, ,COVINGTON, ,VA,24426,BOTH,240,120, , , , ,NO, ,37.78724791,-79.90860887, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,0,CLOSED,2020/07/01 12:00:00+00,, ,0,0,0, ,0,0, , , ,29276,100,M,A,Street,-79.90860887,37.78724791,SHELTER,GENPOPSHEL,0
-79.86268949,37.50613783,330627,Botetourt Technical Education Center,253 Poor Farm Rd,FINCASTLE,BOTETOURT, ,VA,24090,YES,253 Poor Farm Rd, ,FINCASTLE, ,VA,24090,BOTH,240,120, , , , , , ,37.50613783,-79.86268949, , , , ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,29277,100,M,A,Street,-79.86268949,37.50613783,SHELTER,GENPOPSHEL,0
-76.33901987,36.73889023,326066,Hugo Owens Middle School,2801 CEDAR RD,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23323,YES, , , , , , ,POST,0,600, ,YES, , ,YES, ,36.73889023,-76.33901987,YES, ,YES, ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29347,100,M,A,Street,-76.33901987,36.73889023,SHELTER,GENPOPSHEL,0
-76.21919421,36.64785187,326062,Hickory Middle School,1997 HAWK BLVD,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23322,YES, , , , , , ,BOTH,576,432, , , , ,YES, ,36.64785187,-76.21919421, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,590,CLOSED,2020/08/26 11:00:00+00,2011/08/28 00:00:00+00,OVERNIGHT,24,,,,24,,3594,Hurricane Irene 8/11 VA/DC,HUR,29348,100,M,A,Street,-76.21919421,36.64785187,SHELTER,GENPOPSHEL,0
-78.50622408,38.07629901,326068,Jack Jouett Middle School,210 LAMBS LN,Charlottesville,Albemarle, ,VA,22901,YES, , , , , , ,EVAC,431,231, , , , , , ,38.07629901,-78.50622408, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,,CLOSED,,,,,,,,,,,,,29349,100,M,A,Street,-78.50622408,38.07629901,SHELTER,GENPOPSHEL,0
-76.73584572,37.29820559,326069,James City Community Center,5301 LONGHILL RD,WILLIAMSBURG,JAMES CITY, ,VA,23188,YES, , , , , , ,EVAC,1000,500, , , , , , ,37.29820559,-76.73584572, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121316,COLONIAL VIRGINIA CHAPTER, , , , , ,1317 JAMESTOWN RD SUITE 105,WILLIAMSBURG,VA,23185, , , , ,8,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,2020/08/26 11:00:00+00,, ,0,0,0, ,0,0, , , ,29350,100,M,A,Street,-76.73584572,37.29820559,SHELTER,GENPOPSHEL,0
-77.0554198,38.8073309,326071,Jefferson Houston Elementary School,1501 CAMERON ST,Alexandria,Alexandria City, ,VA,22314,NO, , , , , , ,EVAC,165,83, , , , , , ,38.8073309,-77.0554198, , , , ,GENERAL,121129,ALEXANDRIA CHAPTER, , , , , ,123 North Alfred Street,Alexandria,VA,22314, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29351,100,M,A,Street,-77.0554198,38.8073309,SHELTER,GENPOPSHEL,0
-78.17445519,39.17826527,326373,JOHN HANDLEY HIGH SCHOOL,425 HANDLEY BLVD,Winchester,Winchester City, ,VA,22601,NO, , , , , , ,EVAC,0,0, , , , ,YES, ,39.17826527,-78.17445519, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121960,WINCHESTER-FREDERICK, , , , , ,561 FORTRESS,WINCHESTER,VA,22603, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,,CLOSED,,,,,,,,,,,,,29499,100,M,A,Street,-78.17445519,39.17826527,SHELTER,GENPOPSHEL,0
-77.44728139,37.59265261,326375,John Marshall High School,4225 OLD BROOK RD,RICHMOND,HENRICO, ,VA,23220,NO, , , , , , ,BOTH,420,210, , , , , , ,37.59265261,-77.44728139, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29500,100,M,A,Street,-77.44728139,37.59265261,SHELTER,GENPOPSHEL,0
-76.50454909,36.83926357,326376,JOHN YEATES MIDDLE SCHOOL,4901 BENNETTS PASTURE RD,Suffolk,Suffolk City, ,VA,23434,NO, , , , , , ,EVAC,500,250, , , , , , ,36.83926357,-76.50454909, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121864,SUFFOLK VIRGINIA, , , , , ,109 1/2 CLAY ST,SUFFOLK,VA,23439, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29501,81,M,A,Street,-76.50454909,36.83926357,SHELTER,GENPOPSHEL,0
-76.14363317,36.81714924,326380,Kempsville Meadows Elementary School,736 Edwin Drive,VIRGINIA BEACH,VIRGINIA BEACH CITY, ,VA,23462,YES, , , , , , ,POST,0,200, , , , , , ,36.81714924,-76.14363317,YES, ,YES, ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29502,100,M,A,Street,-76.14363317,36.81714924,SHELTER,GENPOPSHEL,0
-76.62958183,36.72547235,326382,Kilby Shores Elementary School,111 KILBY SHORES DR,Suffolk,Suffolk City, ,VA,23434,NO, , , , , , ,EVAC,300,150, , , , , , ,36.72547235,-76.62958183, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121864,SUFFOLK VIRGINIA, , , , , ,109 1/2 CLAY ST,SUFFOLK,VA,23439, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29503,100,M,A,Street,-76.62958183,36.72547235,SHELTER,GENPOPSHEL,0
-76.48181422,37.11563422,326383,Kiln Creek Elementary School,1501 KILN CREEK PKWY,NEWPORT NEWS,NEWPORT NEWS CITY, ,VA,23602,NO, , , , , , ,EVAC,0,300, , , , , , ,37.11563422,-76.48181422, , , , ,GENERAL,121463,HAMPTON ROADS CHAPTER, , , , , ,4905 W MERCURY RD,NEWPORT NEWS,VA,23605, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29504,100,M,A,Street,-76.48181422,37.11563422,SHELTER,GENPOPSHEL,0
-77.42133595,37.21115121,330810,Westview Elementary School,1100 Patterson Ave.,PETERSBURG,PETERSBURG CITY, ,VA,23803,YES,1100 Patterson Ave., ,PETERSBURG, ,VA,23803,POST,0,50, , , , , , ,37.21115121,-77.42133595,NO, ,NO, ,GENERAL,121835,SOUTHSIDE AREA CHAPTER, , , , , ,3267 A South Crater Road,Petersburg,VA,23805, , , , ,8:30 am - 4:30 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29838,86,M,A,Street,-77.42133595,37.21115121,SHELTER,GENPOPSHEL,0
-77.40066953,37.18834441,330811,Petersburg High School,3101 Johnson Rd.,PETERSBURG,PETERSBURG CITY, ,VA,23805,NO, , , , , , ,BOTH,100,200, , , , , , ,37.18834441,-77.40066953, , , , ,GENERAL,121835,SOUTHSIDE AREA CHAPTER, , , , , ,3267 A South Crater Road,Petersburg,VA,23805, , , , ,8:30 am - 4:30 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,29839,100,M,A,Street,-77.40066953,37.18834441,SHELTER,GENPOPSHEL,0
-77.790279,38.699769,341167,Warrenton Community Center,430 East Shirley Ave,WARRENTON,FAUQUIER,,VA,20186,YES,,,,,,,BOTH,190,95,,YES,,,NO,NO,38.699769,-77.790279,NO,,NO,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,30330,,,,GPS,-77.790279,38.699769,SHELTER,GENPOPSHEL,101
-79.88515455,37.01697859,330440,Benjamin Franklin Middle School,225 Middle School Road,ROCKY MOUNT,FRANKLIN, ,VA,24151,YES,225 Middle School Road, ,ROCKY MOUNT, ,VA,24151,BOTH,210,105, , , , ,NO,NO,37.01697859,-79.88515455,NO, , , ,GENERAL,122066,Roanoke Valley Red Cross,5409853535,5409853010, , , ,352 Church Avenue,Roanoke,VA,24016, , , , ,8 am to 5 pm,GENERAL,3315,CLOSED,2020/06/30 12:00:00+00,2012/07/04 00:00:00+00,OVERNIGHT,0,,,,0,,48813,Virginia 7/12 OST,UNK,30439,100,M,A,Street,-79.88515455,37.01697859,SHELTER,GENPOPSHEL,0
-76.38508,36.89089,341172,Churchland Primary,5700 Hedgerow Lane,PORTSMOUTH,PORTSMOUTH CITY,,VA,23703,YES,,,,,,,BOTH,230,115,,,,,,,36.89089,-76.38508,,,,,,,,,,,,,,,,,,,,,,,978,CLOSED,2020/08/27 11:00:00+00,2011/08/28 00:00:00+00,OVERNIGHT,0,,,,0,,76312,Hurricane Irene 8/11 VA/DC,UNK,30452,,,,GPS,-76.38508,36.89089,SHELTER,GENPOPSHEL,101
-80.04486515,37.01308453,330630,Callaway Elementary School,8451 Callaway Rd,CALLAWAY,FRANKLIN, ,VA,24067,YES,8451 Callaway Rd, ,CALLAWAY, ,VA,24067,BOTH,375,187, , , , ,NO, ,37.01308453,-80.04486515, , ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"352 CHURCH AVENUE, S. W.",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,30615,100,M,A,Street,-80.04486515,37.01308453,SHELTER,GENPOPSHEL,0
-79.98581567,37.25592846,330432,Patrick Henry High School,2202 Grandin Road,ROANOKE,ROANOKE CITY, ,VA,24015,YES,2202 Grandin Road, ,ROANOKE, ,VA,24015,EVAC,200,0, , , , ,YES,YES,37.25592846,-79.98581567,NO, ,NO, ,GENERAL,122066,Roanoke Valley Red Cross,5409853535,5409853010, , , ,352 Church Avenue,Roanoke,VA,24016, , , , ,8 am to 5 pm,GENERAL,4698,CLOSED,2014/07/05 00:00:00+00,2014/07/06 00:00:00+00,OVERNIGHT,11,,,,11,,VA0714-01,"E VA 07/14 Fires: Private/Home, Indust/Com - ROANOKE",UNK,30643,86,M,A,Street,-79.98581567,37.25592846,SHELTER,GENPOPSHEL,0
-79.89615326,37.28064183,330434,Vinton Baptist Church,200 E. Washington Ave,VINTON,ROANOKE, ,VA,24179,YES,200 East washington Ave, ,VINTON, ,VA,24179,EVAC,170,0, , , , , , ,37.28064183,-79.89615326, , , , ,GENERAL,122066,Roanoke Valley Red Cross,5409853535,5409853010, , , ,352 Church Avenue,Roanoke,VA,24016, , , , ,8 am to 5 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,30644,100,M,A,Street,-79.89615326,37.28064183,SHELTER,GENPOPSHEL,0
-76.56819,37.96259,341179,Callao Fire Department,RT 360 E,CALLAO,NORTHUMBERLAND,,VA,22435,NO,P O BOX 39,,CALLAO,,VA,22435,EVAC,50,0,,,,,,,37.96259,-76.56819,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,30668,,,,GPS,-76.56819,37.96259,SHELTER,GENPOPSHEL,101
-79.94370042,37.34118418,330437,Northview United Methodist Church,521 Ridgecrest Dr NW,ROANOKE,ROANOKE, ,VA,24019,YES,6605 Plantation Road, ,ROANOKE, ,VA,24019,BOTH,220,110, , , , ,NO,NO,37.34118418,-79.94370042,NO, ,NO, ,GENERAL,122066,Roanoke Valley Red Cross,5409853535,5409853010, , , ,352 Church Avenue,Roanoke,VA,24016, , , , ,8 am to 5 pm,GENERAL,,CLOSED,,,,,,,,,,,,,30671,100,M,A,Street,-79.94370042,37.34118418,SHELTER,GENPOPSHEL,0
-77.11476606,38.82105456,326070,James K Polk Elementary School,5000 POLK AVE,Alexandria,Alexandria City, ,VA,22304,NO, , , , , , ,EVAC,147,74, , , , , , ,38.82105456,-77.11476606, , , , ,GENERAL,121129,ALEXANDRIA CHAPTER, , , , , ,123 North Alfred Street,Alexandria,VA,22314, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,30690,100,M,A,Street,-77.11476606,38.82105456,SHELTER,GENPOPSHEL,0
-76.59836636,36.78548411,326386,KING'S FORK MIDDLE SCHOOL,350 KING'S FORK RD,Suffolk,Suffolk City, ,VA,23434,NO, , , , , , ,EVAC,500,250, , , , ,YES, ,36.78548411,-76.59836636, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121864,SUFFOLK VIRGINIA, , , , , ,109 1/2 CLAY ST,SUFFOLK,VA,23439, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,30786,100,M,A,Street,-76.59836636,36.78548411,SHELTER,GENPOPSHEL,0
-77.40325958,38.4205235,326567,STAFFORD ELEMENTARY SCHOOL,1349 COURTHOUSE RD,STAFFORD,STAFFORD, ,VA,22554,NO, , , , , , ,EVAC,600,300, , , , , , ,38.4205235,-77.40325958, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,31757,100,M,A,Street,-77.40325958,38.4205235,SHELTER,OTHER,0
-79.304487,37.377752,341241,Jefferson Forest High School,1 Cavalier Circle,FOREST,BEDFORD,,VA,24551,YES,,,,,,,BOTH,920,460,,YES,,,YES,YES,37.377752,-79.304487,,,,,,,,,,,,,,,,,,,,,,,,CLOSED,,,,,,,,,,,,,32957,,,,GPS,-79.304487,37.377752,SHELTER,GENPOPSHEL,101
-77.5547144,38.22793369,326305,FREEDOM MIDDLE SCHOOL,7315 SMITH STATION RD,FREDERICKSBURG,SPOTSYLVANIA, ,VA,22407,NO, , , , , , ,EVAC,740,370, , , , , , ,38.22793369,-77.5547144, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,33090,100,M,A,Street,-77.5547144,38.22793369,SHELTER,OTHER,0
-76.25915108,36.79934266,326306,G West Carver Intermediate School,2601 BROAD ST,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23324,YES, , , , , , ,POST,0,372, , , , , , ,36.79934266,-76.25915108, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,,CLOSED,,,,,,,,,,,,,33091,100,M,A,Street,-76.25915108,36.79934266,SHELTER,GENPOPSHEL,0
-76.33429843,36.78039395,326307,G. A. Treakle Elementary School,2500 GILMERTON RD,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23323,YES, , , , , , ,POST,0,193, , , , , , ,36.78039395,-76.33429843,YES, ,YES, ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,,CLOSED,,,,,,,,,,,,,33092,100,M,A,Street,-76.33429843,36.78039395,SHELTER,GENPOPSHEL,0
-76.43257634,37.12339537,326583,Tabb High School,4431 BIG BETHEL RD,YORKTOWN,YORK, ,VA,23693,YES, , , , , , ,POST,775,775, , , , , , ,37.12339537,-76.43257634, , , , ,GENERAL,121972,YORK-POQUOSON CHAPTER, , , , , ,6912 George Washington Hwy.,Yorktown,VA,23692, , , , , ,GENERAL,590,CLOSED,2020/08/26 11:00:00+00,2011/08/28 00:00:00+00,OVERNIGHT,114,,,,,,3594,Hurricane Irene 8/11 VA/DC,HUR,33093,100,M,A,Street,-76.43257634,37.12339537,SHELTER,GENPOPSHEL,0
